,codigo_final,municipio_ibge,regional,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens
493,1716208.0,Paranã,Taguatinga,Não possui degradação
494,1702109.0,Araguaína,Araguaina,Não possui degradação
495,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
496,1713205.0,Miracema do Tocantins,Paraiso,Pouco degradado
497,1711902.0,Lagoa da Confusão,Paraiso,Pouco degradado
498,1709807.0,Ipueiras,Porto,Não possui degradação
499,1713601.0,Monte do Carmo,Porto,Pouco degradado
500,1707652.0,Figueirópolis,Gurupi,Não possui degradação
501,1720804.0,Sítio Novo do Tocantins,Araguatins,Degradação Média
502,1718709.0,Rio dos Bois,Miracema,Pouco degradado
503,1706506.0,darcinópolis,Araguatins,Degradação Média
504,1707108.0,Divinópolis do Tocantins,Paraiso,Não possui degradação
505,1711902.0,Lagoa da Confusão,Paraiso,Degradação Média
506,1716208.0,Paranã,Taguatinga,Pouco degradado
507,1713601.0,Monte do Carmo,Porto,Pouco degradado
508,1706258.0,Crixás do Tocantins,Gurupi,Degradação Média
509,1718709.0,Rio dos Bois,Miracema,Pouco degradado
510,1715259.0,Novo Jardim,Taguatinga,Não possui degradação
511,1703107.0,Barrolândia,Paraiso,Pouco degradado
512,1720259.0,São Salvador do Tocantins,Gurupi,Degradação Média
513,1709500.0,Gurupi,Gurupi,Não possui degradação
514,1707009.0,Dianópolis,Taguatinga,Não possui degradação
515,1715002.0,Nova Rosalândia,Paraiso,Degradação Média
516,1700400.0,Almas,Taguatinga,Não possui degradação
517,1718758.0,Rio Sono,Miracema,Não possui degradação
518,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
519,1707108.0,Divinópolis do Tocantins,Paraiso,Não possui degradação
520,1717503.0,Pium,Paraiso,Pouco degradado
521,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
522,1718865.0,Santa Fé do Araguaia,Araguaina,Pouco degradado
523,1720655.0,Silvanópolis,Porto,Degradação Média
524,1713700.0,Monte Santo do Tocantins,Paraiso,Pouco degradado
525,1704600.0,Chapada de Areia,Paraiso,Pouco degradado
526,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
527,1703909.0,Caseara,Paraiso,Não possui degradação
528,1716208.0,Paranã,Taguatinga,Não possui degradação
529,1709500.0,Gurupi,Gurupi,Degradação Média
530,1709500.0,Gurupi,Gurupi,Degradação Média
531,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
532,1707306.0,Dueré,Gurupi,Muito degradado
533,1709500.0,Gurupi,Gurupi,Pouco degradado
534,1709500.0,Gurupi,Gurupi,Pouco degradado
535,1700707.0,Alvorada,Gurupi,Pouco degradado
536,1720978.0,Talismã,Gurupi,Não possui degradação
537,1720978.0,Talismã,Gurupi,Pouco degradado
538,1718550.0,Riachinho,Araguatins,Não possui degradação
539,1706100.0,Cristalândia,Paraiso,Degradação Média
540,1700400.0,Almas,Taguatinga,Não possui degradação
541,1713304.0,Miranorte,Miracema,Pouco degradado
542,1716208.0,Paranã,Taguatinga,Não possui degradação
543,1707306.0,Dueré,Gurupi,Pouco degradado
544,1700707.0,Alvorada,Gurupi,Pouco degradado
545,1720853.0,Sucupira,Gurupi,Muito degradado
546,1720978.0,Talismã,Gurupi,Não possui degradação
547,1716208.0,Paranã,Taguatinga,Não possui degradação
548,1707207.0,dois Irmãos do Tocantins,Paraiso,Pouco degradado
549,1713304.0,Miranorte,Miracema,Pouco degradado
550,,,Taguatinga,Pouco degradado
551,1720978.0,Talismã,Gurupi,Não possui degradação
552,1720978.0,Talismã,Gurupi,Não possui degradação
553,1702000.0,Araguaçu,Gurupi,Pouco degradado
554,1709807.0,Ipueiras,Porto,Pouco degradado
555,1715002.0,Nova Rosalândia,Paraiso,Degradação Média
556,1720853.0,Sucupira,Gurupi,Pouco degradado
557,1720978.0,Talismã,Gurupi,Não possui degradação
558,1716109.0,Paraíso do Tocantins,Paraiso,Pouco degradado
559,1716604.0,Peixe,Gurupi,Degradação Média
560,1706100.0,Cristalândia,Paraiso,Não possui degradação
561,1715002.0,Nova Rosalândia,Paraiso,Degradação Média
562,1703107.0,Barrolândia,Paraiso,Pouco degradado
563,1702000.0,Araguaçu,Gurupi,Não possui degradação
564,1703107.0,Barrolândia,Paraiso,Pouco degradado
565,1701002.0,Ananás,Araguatins,Não possui degradação
566,1718659.0,Rio da Conceição,Taguatinga,Não possui degradação
567,1707009.0,Dianópolis,Taguatinga,Não possui degradação
568,1713205.0,Miracema do Tocantins,Paraiso,Pouco degradado
569,1715259.0,Novo Jardim,Taguatinga,Não possui degradação
570,1716109.0,Paraíso do Tocantins,Paraiso,Não possui degradação
571,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
572,1709807.0,Ipueiras,Porto,Pouco degradado
573,1720978.0,Talismã,Gurupi,Pouco degradado
574,1715002.0,Nova Rosalândia,Paraiso,Degradação Média
575,1713601.0,Monte do Carmo,Porto,Pouco degradado
576,1718709.0,Rio dos Bois,Miracema,Pouco degradado
577,1713205.0,Miracema do Tocantins,Paraiso,Pouco degradado
578,1713601.0,Monte do Carmo,Porto,Degradação Média
579,1701309.0,Aragominas,Araguaina,Pouco degradado
580,1706100.0,Cristalândia,Paraiso,Pouco degradado
581,1700251.0,Abreulândia,Paraiso,Pouco degradado
582,1718709.0,Rio dos Bois,Miracema,Pouco degradado
583,1722107.0,Xambioá,Araguaina,Degradação Média
584,1706100.0,Cristalândia,Paraiso,Pouco degradado
585,1713304.0,Miranorte,Miracema,Pouco degradado
586,1720655.0,Silvanópolis,Porto,Pouco degradado
587,1716208.0,Paranã,Taguatinga,Degradação Média
588,1713205.0,Miracema do Tocantins,Paraiso,Não possui degradação
589,1713601.0,Monte do Carmo,Porto,Pouco degradado
590,1703909.0,Caseara,Paraiso,Não possui degradação
591,1706100.0,Cristalândia,Paraiso,Pouco degradado
592,1720804.0,Sítio Novo do Tocantins,Araguatins,Degradação Média
593,1702000.0,Araguaçu,Gurupi,Pouco degradado
594,1702703.0,Aurora do Tocantins,Taguatinga,Pouco degradado
595,1711902.0,Lagoa da Confusão,Paraiso,Não possui degradação
596,1706100.0,Cristalândia,Paraiso,Pouco degradado
597,1720259.0,São Salvador do Tocantins,Gurupi,Não possui degradação
598,1716208.0,Paranã,Taguatinga,Pouco degradado
599,1720259.0,São Salvador do Tocantins,Gurupi,Degradação Média
600,1707553.0,Fátima,Porto,Degradação Média
601,1700707.0,Alvorada,Gurupi,Não possui degradação
602,1720978.0,Talismã,Gurupi,Não possui degradação
603,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
604,1700400.0,Almas,Taguatinga,Não possui degradação
605,1718865.0,Santa Fé do Araguaia,Araguaina,Pouco degradado
606,1707207.0,dois Irmãos do Tocantins,Paraiso,Pouco degradado
607,1713304.0,Miranorte,Miracema,Não possui degradação
608,1720978.0,Talismã,Gurupi,Degradação Média
609,1700350.0,Aliança do Tocantins,Gurupi,Degradação Média
610,1720853.0,Sucupira,Gurupi,Pouco degradado
611,1720655.0,Silvanópolis,Porto,Pouco degradado
612,1712454.0,Luzinópolis,Araguatins,Não possui degradação
613,1713700.0,Monte Santo do Tocantins,Paraiso,Degradação Média
614,1703909.0,Caseara,Paraiso,Não possui degradação
615,1713957.0,Muricilândia,Araguaina,Pouco degradado
616,1702158.0,Araguanã,Araguaina,Pouco degradado
617,1718865.0,Santa Fé do Araguaia,Araguaina,Pouco degradado
618,1707306.0,Dueré,Gurupi,Degradação Média
619,1718865.0,Santa Fé do Araguaia,Araguaina,Degradação Média
620,1709302.0,Guaraí,Colinas,Pouco degradado
621,1716703.0,Colméia,Colinas,Pouco degradado
622,1713957.0,Muricilândia,Araguaina,Degradação Média
623,1700251.0,Abreulândia,Paraiso,Pouco degradado
624,1702158.0,Araguanã,Araguaina,Não possui degradação
625,1711506.0,Jaú do Tocantins,Gurupi,Degradação Média
626,1712504.0,Marianópolis do Tocantins,Paraiso,Não possui degradação
627,1703826.0,Cachoeirinha,Araguatins,Pouco degradado
628,1713957.0,Muricilândia,Araguaina,Pouco degradado
629,1718550.0,Riachinho,Araguatins,Não possui degradação
630,1702000.0,Araguaçu,Gurupi,Degradação Média
631,1707009.0,Dianópolis,Taguatinga,Degradação Média
632,1716703.0,Colméia,Colinas,Pouco degradado
633,1716703.0,Colméia,Colinas,Pouco degradado
634,1722081.0,Wanderlândia,Araguaina,Pouco degradado
635,1704600.0,Chapada de Areia,Paraiso,Pouco degradado
636,1718550.0,Riachinho,Araguatins,Pouco degradado
637,1718550.0,Riachinho,Araguatins,Não possui degradação
638,1718550.0,Riachinho,Araguatins,Não possui degradação
639,1713304.0,Miranorte,Miracema,Não possui degradação
640,1717503.0,Pium,Paraiso,Pouco degradado
641,1713304.0,Miranorte,Miracema,Não possui degradação
642,1713304.0,Miranorte,Miracema,Não possui degradação
643,1703107.0,Barrolândia,Paraiso,Pouco degradado
644,1702109.0,Araguaína,Araguaina,Pouco degradado
645,1702109.0,Araguaína,Araguaina,Degradação Média
646,1716208.0,Paranã,Taguatinga,Pouco degradado
647,1707207.0,dois Irmãos do Tocantins,Paraiso,Pouco degradado
648,1703909.0,Caseara,Paraiso,Pouco degradado
649,1718865.0,Santa Fé do Araguaia,Araguaina,Pouco degradado
650,1722107.0,Xambioá,Araguaina,Degradação Média
651,1712454.0,Luzinópolis,Araguatins,Não possui degradação
652,1700350.0,Aliança do Tocantins,Gurupi,Degradação Média
653,1718865.0,Santa Fé do Araguaia,Araguaina,Muito degradado
654,1713700.0,Monte Santo do Tocantins,Paraiso,Não possui degradação
655,1709302.0,Guaraí,Colinas,Pouco degradado
656,1709302.0,Guaraí,Colinas,Pouco degradado
657,1702901.0,Axixá do Tocantins,Araguatins,Pouco degradado
658,1707652.0,Figueirópolis,Gurupi,Pouco degradado
659,1716109.0,Paraíso do Tocantins,Paraiso,Pouco degradado
660,1713304.0,Miranorte,Miracema,Pouco degradado
661,1707652.0,Figueirópolis,Gurupi,Pouco degradado
662,1707652.0,Figueirópolis,Gurupi,Pouco degradado
663,1716109.0,Paraíso do Tocantins,Paraiso,
664,1713304.0,Miranorte,Miracema,Não possui degradação
665,1707702.0,Filadélfia,Araguaina,Não possui degradação
666,1715101.0,Novo Acordo,Porto,Pouco degradado
667,1717503.0,Pium,Paraiso,Pouco degradado
668,1700251.0,Abreulândia,Paraiso,Pouco degradado
669,1722107.0,Xambioá,Araguaina,Pouco degradado
670,1702703.0,Aurora do Tocantins,Taguatinga,Pouco degradado
671,1709005.0,Goiatins,Araguaina,Pouco degradado
672,1703107.0,Barrolândia,Paraiso,Degradação Média
673,1707108.0,Divinópolis do Tocantins,Paraiso,Pouco degradado
674,,,Paraiso,Pouco degradado
675,1716208.0,Paranã,Taguatinga,Pouco degradado
676,1711902.0,Lagoa da Confusão,Paraiso,Não possui degradação
677,1716208.0,Paranã,Taguatinga,Pouco degradado
678,1721109.0,Tocantínia,Miracema,Degradação Média
679,1705102.0,Chapada da Natividade,Porto,Pouco degradado
680,1703867.0,Cariri do Tocantins,Gurupi,Pouco degradado
681,1718709.0,Rio dos Bois,Miracema,Pouco degradado
682,1716505.0,Pedro Afonso,Miracema,Pouco degradado
683,1707652.0,Figueirópolis,Gurupi,Não possui degradação
684,1703867.0,Cariri do Tocantins,Gurupi,Pouco degradado
685,1705102.0,Chapada da Natividade,Porto,Degradação Média
686,1716604.0,Peixe,Gurupi,Pouco degradado
687,1707108.0,Divinópolis do Tocantins,Paraiso,Não possui degradação
688,1720101.0,São Bento do Tocantins,Araguatins,
689,1705102.0,Chapada da Natividade,Porto,Pouco degradado
690,1705102.0,Chapada da Natividade,Porto,Pouco degradado
691,1707652.0,Figueirópolis,Gurupi,Pouco degradado
692,1716109.0,Paraíso do Tocantins,Paraiso,Pouco degradado
693,1716604.0,Peixe,Gurupi,Pouco degradado
694,1703867.0,Cariri do Tocantins,Gurupi,Pouco degradado
695,1716109.0,Paraíso do Tocantins,Paraiso,Pouco degradado
696,1720101.0,São Bento do Tocantins,Araguatins,
697,1720655.0,Silvanópolis,Porto,Muito degradado
698,1709005.0,Goiatins,Araguaina,Pouco degradado
699,1718758.0,Rio Sono,Miracema,Pouco degradado
700,1718006.0,Porto Alegre do Tocantins,Taguatinga,Degradação Média
701,1716208.0,Paranã,Taguatinga,Não possui degradação
702,1718006.0,Porto Alegre do Tocantins,Taguatinga,Degradação Média
703,1704600.0,Chapada de Areia,Paraiso,Pouco degradado
704,1718758.0,Rio Sono,Miracema,Pouco degradado
705,1707652.0,Figueirópolis,Gurupi,Pouco degradado
706,1716703.0,Colméia,Colinas,Pouco degradado
707,1706100.0,Cristalândia,Paraiso,Não possui degradação
708,1716208.0,Paranã,Taguatinga,Pouco degradado
709,1720655.0,Silvanópolis,Porto,Degradação Média
710,1718865.0,Santa Fé do Araguaia,Araguaina,Pouco degradado
711,1707207.0,dois Irmãos do Tocantins,Paraiso,Pouco degradado
712,1707108.0,Divinópolis do Tocantins,Paraiso,Não possui degradação
713,1718758.0,Rio Sono,Miracema,Pouco degradado
714,1722107.0,Xambioá,Araguaina,Pouco degradado
715,1713601.0,Monte do Carmo,Porto,Pouco degradado
716,1716109.0,Paraíso do Tocantins,Paraiso,Pouco degradado
717,1707702.0,Filadélfia,Araguaina,Pouco degradado
718,1707009.0,Dianópolis,Taguatinga,Não possui degradação
719,1718899.0,Santa Rita do Tocantins,Gurupi,Muito degradado
720,1703867.0,Cariri do Tocantins,Gurupi,Degradação Média
721,1707009.0,Dianópolis,Taguatinga,Pouco degradado
722,1718006.0,Porto Alegre do Tocantins,Taguatinga,Degradação Média
723,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
724,1709005.0,Goiatins,Araguaina,Pouco degradado
725,1713304.0,Miranorte,Miracema,Não possui degradação
726,1720002.0,Santa Terezinha do Tocantins,Miracema,
727,1713304.0,Miranorte,Miracema,Pouco degradado
728,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
729,1702109.0,Araguaína,Araguaina,Pouco degradado
730,1702109.0,Araguaína,Araguaina,Pouco degradado
731,1716505.0,Pedro Afonso,Miracema,Pouco degradado
732,1713304.0,Miranorte,Miracema,Não possui degradação
733,1703909.0,Caseara,Paraiso,Não possui degradação
734,1703867.0,Cariri do Tocantins,Gurupi,Degradação Média
735,1707702.0,Filadélfia,Araguaina,Pouco degradado
736,1703826.0,Cachoeirinha,Araguatins,Pouco degradado
737,1700350.0,Aliança do Tocantins,Gurupi,Degradação Média
738,1716109.0,Paraíso do Tocantins,Paraiso,Pouco degradado
739,1717503.0,Pium,Paraiso,Pouco degradado
740,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
741,1713304.0,Miranorte,Miracema,Não possui degradação
742,1712504.0,Marianópolis do Tocantins,Paraiso,Muito degradado
743,1701309.0,Aragominas,Araguaina,Pouco degradado
744,1716208.0,Paranã,Taguatinga,Pouco degradado
745,1716505.0,Pedro Afonso,Miracema,Degradação Média
746,1714880.0,Nova Olinda,Araguaina,Degradação Média
747,1722081.0,Wanderlândia,Araguaina,Não possui degradação
748,1722107.0,Xambioá,Araguaina,Pouco degradado
749,1702109.0,Araguaína,Araguaina,Pouco degradado
750,1717206.0,Piraquê,Araguaina,Não possui degradação
751,1713700.0,Monte Santo do Tocantins,Paraiso,Pouco degradado
752,1713700.0,Monte Santo do Tocantins,Paraiso,Degradação Média
753,1704600.0,Chapada de Areia,Paraiso,Não possui degradação
754,1704600.0,Chapada de Areia,Paraiso,Pouco degradado
755,1713304.0,Miranorte,Miracema,Não possui degradação
756,1707405.0,Esperantina,Araguatins,Não possui degradação
757,1713700.0,Monte Santo do Tocantins,Paraiso,Pouco degradado
758,1707009.0,Dianópolis,Taguatinga,Não possui degradação
759,1701051.0,Angico,Araguatins,Degradação Média
760,1716208.0,Paranã,Taguatinga,Pouco degradado
761,1716208.0,Paranã,Taguatinga,Pouco degradado
762,1707009.0,Dianópolis,Taguatinga,Não possui degradação
763,1703008.0,Babaçulândia,Araguaina,Pouco degradado
764,1720200.0,São Miguel do Tocantins,Araguatins,Degradação Média
765,1707009.0,Dianópolis,Taguatinga,Pouco degradado
766,1713304.0,Miranorte,Miracema,Não possui degradação
767,1709807.0,Ipueiras,Porto,Degradação Média
768,1703008.0,Babaçulândia,Araguaina,Pouco degradado
769,1700350.0,Aliança do Tocantins,Gurupi,Muito degradado
770,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
771,1713809.0,Palmeiras do Tocantins,Araguatins,Pouco degradado
772,1713809.0,Palmeiras do Tocantins,Araguatins,Pouco degradado
773,1717206.0,Piraquê,Araguaina,Pouco degradado
774,1716505.0,Pedro Afonso,Miracema,Degradação Média
775,1707553.0,Fátima,Porto,Degradação Média
776,1717206.0,Piraquê,Araguaina,Pouco degradado
777,1717206.0,Piraquê,Araguaina,Pouco degradado
778,1717206.0,Piraquê,Araguaina,Não possui degradação
779,1722107.0,Xambioá,Araguaina,Pouco degradado
780,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
781,1708254.0,Fortaleza do Tabocão,Miracema,Pouco degradado
782,1701309.0,Aragominas,Araguaina,Pouco degradado
783,1709500.0,Gurupi,Gurupi,Pouco degradado
784,1706258.0,Crixás do Tocantins,Gurupi,Degradação Média
785,1721000.0,Palmas,Porto,Não possui degradação
786,1713304.0,Miranorte,Miracema,Não possui degradação
787,1709500.0,Gurupi,Gurupi,Pouco degradado
788,1709500.0,Gurupi,Gurupi,Pouco degradado
789,1713304.0,Miranorte,Miracema,Não possui degradação
790,1708254.0,Fortaleza do Tabocão,Miracema,Pouco degradado
791,1717206.0,Piraquê,Araguaina,Pouco degradado
792,1709302.0,Guaraí,Colinas,Não possui degradação
793,1700400.0,Almas,Taguatinga,Não possui degradação
794,1704600.0,Chapada de Areia,Paraiso,Pouco degradado
795,1716505.0,Pedro Afonso,Miracema,Não possui degradação
796,1707207.0,dois Irmãos do Tocantins,Paraiso,Degradação Média
797,1712504.0,Marianópolis do Tocantins,Paraiso,Muito degradado
798,1709302.0,Guaraí,Colinas,Não possui degradação
799,1704600.0,Chapada de Areia,Paraiso,Pouco degradado
800,1722107.0,Xambioá,Araguaina,Pouco degradado
801,1702109.0,Araguaína,Araguaina,Pouco degradado
802,1718303.0,Praia Norte,Araguatins,Degradação Média
803,1703057.0,Bandeirantes do Tocantins,Araguatins,Degradação Média
804,1702109.0,Araguaína,Araguaina,Pouco degradado
805,1717206.0,Piraquê,Araguaina,Não possui degradação
806,1707009.0,Dianópolis,Taguatinga,Não possui degradação
807,1715101.0,Novo Acordo,Porto,Muito degradado
808,1703057.0,Bandeirantes do Tocantins,Araguatins,Pouco degradado
809,1714880.0,Nova Olinda,Araguaina,Degradação Média
810,1720655.0,Silvanópolis,Porto,Pouco degradado
811,1717206.0,Piraquê,Araguaina,Pouco degradado
812,1701051.0,Angico,Araguatins,Degradação Média
813,1717206.0,Piraquê,Araguaina,Pouco degradado
814,1701051.0,Angico,Araguatins,Degradação Média
815,1717206.0,Piraquê,Araguaina,Degradação Média
816,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
817,1709500.0,Gurupi,Gurupi,Pouco degradado
818,1717206.0,Piraquê,Araguaina,Pouco degradado
819,1708254.0,Fortaleza do Tabocão,Miracema,Pouco degradado
820,1714880.0,Nova Olinda,Araguaina,Pouco degradado
821,1707009.0,Dianópolis,Taguatinga,Não possui degradação
822,1713809.0,Palmeiras do Tocantins,Araguatins,Pouco degradado
823,1721257.0,Tupirama,Miracema,Pouco degradado
824,1722107.0,Xambioá,Araguaina,Degradação Média
825,1702158.0,Araguanã,Araguaina,Pouco degradado
826,1702158.0,Araguanã,Araguaina,Não possui degradação
827,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
828,1707108.0,Divinópolis do Tocantins,Paraiso,Pouco degradado
829,1703008.0,Babaçulândia,Araguaina,Pouco degradado
830,1720002.0,Santa Terezinha do Tocantins,Araguatins,Não possui degradação
831,1716109.0,Paraíso do Tocantins,Paraiso,Pouco degradado
832,1704105.0,Centenário,Miracema,Não possui degradação
833,1701002.0,Ananás,Araguatins,Não possui degradação
834,1700400.0,Almas,Taguatinga,Não possui degradação
835,1706100.0,Cristalândia,Paraiso,Não possui degradação
836,1712504.0,Marianópolis do Tocantins,Paraiso,Degradação Média
837,1708254.0,Fortaleza do Tabocão,Miracema,Pouco degradado
838,1713809.0,Palmeiras do Tocantins,Araguatins,
839,1721257.0,Tupirama,Miracema,
840,1703909.0,Caseara,Paraiso,
841,1703909.0,Caseara,Paraiso,
842,1703909.0,Caseara,Paraiso,
843,1704600.0,Chapada de Areia,Paraiso,
844,1711902.0,Lagoa da Confusão,Paraiso,
845,1713205.0,Miracema do Tocantins,Paraiso,Não possui degradação
846,1715259.0,Novo Jardim,Taguatinga,
847,1721257.0,Tupirama,Miracema,
848,1713304.0,Miranorte,Miracema,Não possui degradação
849,1702109.0,Araguaína,Araguaina,
850,1709500.0,Gurupi,Gurupi,
851,1716208.0,Paranã,Taguatinga,
852,1720200.0,São Miguel do Tocantins,Araguatins,
853,1703909.0,Caseara,Paraiso,
854,1707652.0,Figueirópolis,Gurupi,
855,1706001.0,Couto Magalhães,Colinas,Degradação Média
856,1721109.0,Tocantínia,Miracema,
857,1721257.0,Tupirama,Miracema,
858,1721109.0,Tocantínia,Miracema,
859,1720804.0,Sítio Novo do Tocantins,Araguatins,
860,1720200.0,São Miguel do Tocantins,Araguatins,
861,1707009.0,Dianópolis,Taguatinga,
862,1702901.0,Axixá do Tocantins,Araguatins,
863,1702901.0,Axixá do Tocantins,Araguatins,
864,1721109.0,Tocantínia,Miracema,
865,1703305.0,Bom Jesus do Tocantins,Miracema,Pouco degradado
866,1703107.0,Barrolândia,Paraiso,
867,1713809.0,Palmeiras do Tocantins,Araguatins,
868,1700251.0,Abreulândia,Paraiso,
869,1713700.0,Monte Santo do Tocantins,Paraiso,
870,1716505.0,Pedro Afonso,Miracema,
871,1713700.0,Monte Santo do Tocantins,Paraiso,Pouco degradado
872,1720200.0,São Miguel do Tocantins,Araguatins,
873,1717800.0,Ponte Alta do Bom Jesus,Taguatinga,
874,1702901.0,Axixá do Tocantins,Araguatins,
875,1702901.0,Axixá do Tocantins,Araguatins,
876,1720804.0,Sítio Novo do Tocantins,Araguatins,
877,1717800.0,Ponte Alta do Bom Jesus,Taguatinga,
878,1703107.0,Barrolândia,Paraiso,
879,1701002.0,Ananás,Araguatins,
880,1722081.0,Wanderlândia,Araguaina,
881,1700400.0,Almas,Taguatinga,
882,1715002.0,Nova Rosalândia,Paraiso,
883,1718709.0,Rio dos Bois,Miracema,
884,1720200.0,São Miguel do Tocantins,Araguatins,
885,1701002.0,Ananás,Araguatins,
886,1722107.0,Xambioá,Araguaina,
887,1711902.0,Lagoa da Confusão,Paraiso,
888,1711902.0,Lagoa da Confusão,Paraiso,
889,1711902.0,Lagoa da Confusão,Paraiso,
890,1707009.0,Dianópolis,Taguatinga,
891,1720200.0,São Miguel do Tocantins,Araguatins,
892,1706506.0,darcinópolis,Araguatins,
893,1722081.0,Wanderlândia,Araguaina,
894,1720259.0,São Salvador do Tocantins,Gurupi,
895,1718451.0,Pugmil,Paraiso,
896,1703883.0,Carmolândia,Araguaina,
897,1716604.0,Peixe,Gurupi,
898,1716109.0,Paraíso do Tocantins,Paraiso,
899,1720655.0,Silvanópolis,Porto,
900,1709500.0,Gurupi,Gurupi,
901,1722081.0,Wanderlândia,Araguaina,
902,1714880.0,Nova Olinda,Araguaina,
903,1706506.0,darcinópolis,Araguatins,
904,1715002.0,Nova Rosalândia,Paraiso,
905,1703883.0,Carmolândia,Araguaina,
906,1700301.0,Aguiarnópolis,Araguatins,
907,1706506.0,darcinópolis,Araguatins,
908,1702901.0,Axixá do Tocantins,Araguatins,
909,1704600.0,Chapada de Areia,Paraiso,
910,1707702.0,Filadélfia,Araguaina,
911,1706506.0,darcinópolis,Araguatins,
912,1721000.0,Palmas,Porto,
913,1716109.0,Paraíso do Tocantins,Paraiso,
914,1718006.0,Porto Alegre do Tocantins,Taguatinga,
915,1715002.0,Nova Rosalândia,Paraiso,
916,1720200.0,São Miguel do Tocantins,Araguatins,
917,1721257.0,Tupirama,Miracema,
918,1718204.0,Porto Nacional,Porto,
919,1721257.0,Tupirama,Miracema,
920,1720655.0,Silvanópolis,Porto,
921,1707108.0,Divinópolis do Tocantins,Paraiso,
922,1713809.0,Palmeiras do Tocantins,Araguatins,
923,1702109.0,Araguaína,Araguaina,
924,1707108.0,Divinópolis do Tocantins,Paraiso,
925,1713809.0,Palmeiras do Tocantins,Araguatins,
926,1720804.0,Sítio Novo do Tocantins,Araguatins,
927,1721257.0,Tupirama,Miracema,
928,1713205.0,Miracema do Tocantins,Miracema,
929,1713809.0,Palmeiras do Tocantins,Araguatins,
930,1703107.0,Barrolândia,Paraiso,
931,1703909.0,Caseara,Paraiso,
932,1712009.0,Lajeado,Porto,
933,1718204.0,Porto Nacional,Porto,
934,1713205.0,Miracema do Tocantins,Miracema,
935,1713700.0,Monte Santo do Tocantins,Paraiso,
936,1718550.0,Riachinho,Araguatins,
937,1722107.0,Xambioá,Araguaina,
938,1720200.0,São Miguel do Tocantins,Araguatins,
939,1713809.0,Palmeiras do Tocantins,Araguatins,
940,1703008.0,Babaçulândia,Araguaina,
941,1707405.0,Esperantina,Araguatins,
942,1712009.0,Lajeado,Porto,
943,1712009.0,Lajeado,Porto,
944,1713304.0,Miranorte,Miracema,Não possui degradação
945,1712009.0,Lajeado,Porto,
946,1712009.0,Lajeado,Porto,
947,1712009.0,Lajeado,Porto,
948,1722107.0,Xambioá,Araguaina,Degradação Média
949,1721109.0,Tocantínia,Miracema,
950,1707009.0,Dianópolis,Taguatinga,
951,1721109.0,Tocantínia,Miracema,
952,1720655.0,Silvanópolis,Porto,
953,1703107.0,Barrolândia,Paraiso,
954,1718204.0,Porto Nacional,Porto,
955,1713809.0,Palmeiras do Tocantins,Araguatins,
956,1720200.0,São Miguel do Tocantins,Araguatins,
957,1703107.0,Barrolândia,Paraiso,Não possui degradação
958,1714880.0,Nova Olinda,Araguaina,
959,1721000.0,Palmas,Porto,
960,1700707.0,Alvorada,Gurupi,
961,1712009.0,Lajeado,Porto,
962,1720804.0,Sítio Novo do Tocantins,Araguatins,
963,1716505.0,Pedro Afonso,Miracema,
964,1707207.0,dois Irmãos do Tocantins,Paraiso,
965,1707553.0,Fátima,Porto,
966,1702703.0,Aurora do Tocantins,Taguatinga,Pouco degradado
967,1718709.0,Rio dos Bois,Miracema,
968,1720804.0,Sítio Novo do Tocantins,Araguatins,
969,1714880.0,Nova Olinda,Araguaina,
970,1721257.0,Tupirama,Miracema,
971,1721000.0,Palmas,Porto,
972,1703909.0,Caseara,Paraiso,
973,1714880.0,Nova Olinda,Araguaina,
974,1703305.0,Bom Jesus do Tocantins,Miracema,
975,1714880.0,Nova Olinda,Araguaina,
976,1721257.0,Tupirama,Miracema,
977,1707207.0,dois Irmãos do Tocantins,Paraiso,
978,1721257.0,Tupirama,Miracema,
979,1707405.0,Esperantina,Araguatins,
980,1714880.0,Nova Olinda,Araguaina,
981,1721000.0,Palmas,Porto,
982,1721000.0,Palmas,Porto,
983,1707405.0,Esperantina,Araguatins,
984,1714880.0,Nova Olinda,Araguaina,
985,1707009.0,Dianópolis,Taguatinga,Não possui degradação
986,1718881.0,Santa Maria do Tocantins,Miracema,Pouco degradado
987,1714880.0,Nova Olinda,Araguaina,
988,1707207.0,dois Irmãos do Tocantins,Paraiso,
989,1703909.0,Caseara,Paraiso,
990,1714880.0,Nova Olinda,Araguaina,
991,1718204.0,Porto Nacional,Porto,
992,1707207.0,dois Irmãos do Tocantins,Paraiso,
