,codigo_final,municipio_ibge,regional,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens,degradacao_ord
1314,1713809.0,Palmeiras do Tocantins,Araguatins,nan,
1315,1718659.0,Rio da Conceição,Taguatinga,nan,
1316,1718451.0,Pugmil,Paraiso,nan,
1317,1713809.0,Palmeiras do Tocantins,Araguatins,nan,
1318,1718550.0,Riachinho,Araguatins,nan,
1319,1706506.0,darcinópolis,Araguatins,nan,
1320,1700707.0,Alvorada,Gurupi,nan,
1321,,,Araguaina,nan,
1322,1713809.0,Palmeiras do Tocantins,Araguatins,nan,
1323,1713809.0,Palmeiras do Tocantins,Araguatins,nan,
1324,1715002.0,Nova Rosalândia,Paraiso,nan,
