,codigo_final,municipio_ibge,regional,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens,degradacao_ord
439,1712504.0,Marianópolis do Tocantins,Paraiso,pouco degradado,1.0
440,1712454.0,Luzinópolis,Araguatins,nao possui degradacao,0.0
441,1717503.0,Pium,Paraiso,nao possui degradacao,0.0
442,1709500.0,Gurupi,Gurupi,pouco degradado,1.0
443,1713809.0,Palmeiras do Tocantins,Araguatins,nao possui degradacao,0.0
444,1718899.0,Santa Rita do Tocantins,Gurupi,degradacao media,2.0
445,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
446,1707702.0,Filadélfia,Araguaina,pouco degradado,1.0
447,1712504.0,Marianópolis do Tocantins,Paraiso,nao possui degradacao,0.0
448,1712504.0,Marianópolis do Tocantins,Paraiso,nao possui degradacao,0.0
449,1709500.0,Gurupi,Gurupi,pouco degradado,1.0
450,1702000.0,Araguaçu,Gurupi,degradacao media,2.0
451,1707702.0,Filadélfia,Araguaina,pouco degradado,1.0
452,1720002.0,Santa Terezinha do Tocantins,Araguatins,pouco degradado,1.0
453,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
454,1707702.0,Filadélfia,Araguaina,degradacao media,2.0
455,1716208.0,Paranã,Taguatinga,degradacao media,2.0
456,1707702.0,Filadélfia,Araguaina,pouco degradado,1.0
457,1703909.0,Caseara,Paraiso,nao possui degradacao,0.0
458,1701002.0,Ananás,Araguatins,nao possui degradacao,0.0
459,1703909.0,Caseara,Paraiso,nao possui degradacao,0.0
460,1707702.0,Filadélfia,Araguaina,pouco degradado,1.0
461,1703909.0,Caseara,Paraiso,nao possui degradacao,0.0
462,1717503.0,Pium,Paraiso,nao possui degradacao,0.0
463,1711902.0,Lagoa da Confusão,Paraiso,nao possui degradacao,0.0
464,1718758.0,Rio Sono,Miracema,nao possui degradacao,0.0
465,1717503.0,Pium,Paraiso,pouco degradado,1.0
466,1707108.0,Divinópolis do Tocantins,Paraiso,pouco degradado,1.0
467,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
468,1703107.0,Barrolândia,Paraiso,nao possui degradacao,0.0
469,1718758.0,Rio Sono,Miracema,nao possui degradacao,0.0
470,1713700.0,Monte Santo do Tocantins,Paraiso,nao possui degradacao,0.0
471,1704600.0,Chapada de Areia,Paraiso,degradacao media,2.0
472,1706100.0,Cristalândia,Paraiso,pouco degradado,1.0
473,1700707.0,Alvorada,Gurupi,nao possui degradacao,0.0
474,1715002.0,Nova Rosalândia,Paraiso,degradacao media,2.0
475,1709500.0,Gurupi,Gurupi,nao possui degradacao,0.0
476,1718758.0,Rio Sono,Miracema,nao possui degradacao,0.0
477,1716208.0,Paranã,Taguatinga,nao possui degradacao,0.0
478,1706100.0,Cristalândia,Paraiso,degradacao media,2.0
479,1717503.0,Pium,Paraiso,degradacao media,2.0
480,1707207.0,dois Irmãos do Tocantins,Paraiso,degradacao media,2.0
481,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
482,1705102.0,Chapada da Natividade,Porto,degradacao media,2.0
483,1705102.0,Chapada da Natividade,Porto,pouco degradado,1.0
484,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
485,1706100.0,Cristalândia,Paraiso,nao possui degradacao,0.0
486,1718709.0,Rio dos Bois,Miracema,pouco degradado,1.0
487,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
488,1716208.0,Paranã,Taguatinga,nao possui degradacao,0.0
489,1707652.0,Figueirópolis,Gurupi,nao possui degradacao,0.0
490,1715002.0,Nova Rosalândia,Paraiso,degradacao media,2.0
491,1720655.0,Silvanópolis,Porto,degradacao media,2.0
492,1709807.0,Ipueiras,Porto,pouco degradado,1.0
493,1716208.0,Paranã,Taguatinga,nao possui degradacao,0.0
494,1702109.0,Araguaína,Araguaina,nao possui degradacao,0.0
495,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
496,1713205.0,Miracema do Tocantins,Paraiso,pouco degradado,1.0
497,1711902.0,Lagoa da Confusão,Paraiso,pouco degradado,1.0
498,1709807.0,Ipueiras,Porto,nao possui degradacao,0.0
499,1713601.0,Monte do Carmo,Porto,pouco degradado,1.0
500,1707652.0,Figueirópolis,Gurupi,nao possui degradacao,0.0
501,1720804.0,Sítio Novo do Tocantins,Araguatins,degradacao media,2.0
502,1718709.0,Rio dos Bois,Miracema,pouco degradado,1.0
503,1706506.0,darcinópolis,Araguatins,degradacao media,2.0
504,1707108.0,Divinópolis do Tocantins,Paraiso,nao possui degradacao,0.0
505,1711902.0,Lagoa da Confusão,Paraiso,degradacao media,2.0
506,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
507,1713601.0,Monte do Carmo,Porto,pouco degradado,1.0
508,1706258.0,Crixás do Tocantins,Gurupi,degradacao media,2.0
509,1718709.0,Rio dos Bois,Miracema,pouco degradado,1.0
510,1715259.0,Novo Jardim,Taguatinga,nao possui degradacao,0.0
511,1703107.0,Barrolândia,Paraiso,pouco degradado,1.0
512,1720259.0,São Salvador do Tocantins,Gurupi,degradacao media,2.0
513,1709500.0,Gurupi,Gurupi,nao possui degradacao,0.0
514,1707009.0,Dianópolis,Taguatinga,nao possui degradacao,0.0
515,1715002.0,Nova Rosalândia,Paraiso,degradacao media,2.0
516,1700400.0,Almas,Taguatinga,nao possui degradacao,0.0
517,1718758.0,Rio Sono,Miracema,nao possui degradacao,0.0
518,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
519,1707108.0,Divinópolis do Tocantins,Paraiso,nao possui degradacao,0.0
520,1717503.0,Pium,Paraiso,pouco degradado,1.0
521,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
522,1718865.0,Santa Fé do Araguaia,Araguaina,pouco degradado,1.0
523,1720655.0,Silvanópolis,Porto,degradacao media,2.0
524,1713700.0,Monte Santo do Tocantins,Paraiso,pouco degradado,1.0
525,1704600.0,Chapada de Areia,Paraiso,pouco degradado,1.0
526,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
527,1703909.0,Caseara,Paraiso,nao possui degradacao,0.0
528,1716208.0,Paranã,Taguatinga,nao possui degradacao,0.0
529,1709500.0,Gurupi,Gurupi,degradacao media,2.0
530,1709500.0,Gurupi,Gurupi,degradacao media,2.0
531,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
532,1707306.0,Dueré,Gurupi,muito degradado,3.0
533,1709500.0,Gurupi,Gurupi,pouco degradado,1.0
534,1709500.0,Gurupi,Gurupi,pouco degradado,1.0
535,1700707.0,Alvorada,Gurupi,pouco degradado,1.0
536,1720978.0,Talismã,Gurupi,nao possui degradacao,0.0
537,1720978.0,Talismã,Gurupi,pouco degradado,1.0
538,1718550.0,Riachinho,Araguatins,nao possui degradacao,0.0
539,1706100.0,Cristalândia,Paraiso,degradacao media,2.0
540,1700400.0,Almas,Taguatinga,nao possui degradacao,0.0
541,1713304.0,Miranorte,Miracema,pouco degradado,1.0
542,1716208.0,Paranã,Taguatinga,nao possui degradacao,0.0
543,1707306.0,Dueré,Gurupi,pouco degradado,1.0
544,1700707.0,Alvorada,Gurupi,pouco degradado,1.0
545,1720853.0,Sucupira,Gurupi,muito degradado,3.0
546,1720978.0,Talismã,Gurupi,nao possui degradacao,0.0
547,1716208.0,Paranã,Taguatinga,nao possui degradacao,0.0
548,1707207.0,dois Irmãos do Tocantins,Paraiso,pouco degradado,1.0
549,1713304.0,Miranorte,Miracema,pouco degradado,1.0
550,,,Taguatinga,pouco degradado,1.0
551,1720978.0,Talismã,Gurupi,nao possui degradacao,0.0
552,1720978.0,Talismã,Gurupi,nao possui degradacao,0.0
553,1702000.0,Araguaçu,Gurupi,pouco degradado,1.0
554,1709807.0,Ipueiras,Porto,pouco degradado,1.0
555,1715002.0,Nova Rosalândia,Paraiso,degradacao media,2.0
556,1720853.0,Sucupira,Gurupi,pouco degradado,1.0
557,1720978.0,Talismã,Gurupi,nao possui degradacao,0.0
558,1716109.0,Paraíso do Tocantins,Paraiso,pouco degradado,1.0
559,1716604.0,Peixe,Gurupi,degradacao media,2.0
560,1706100.0,Cristalândia,Paraiso,nao possui degradacao,0.0
561,1715002.0,Nova Rosalândia,Paraiso,degradacao media,2.0
562,1703107.0,Barrolândia,Paraiso,pouco degradado,1.0
563,1702000.0,Araguaçu,Gurupi,nao possui degradacao,0.0
564,1703107.0,Barrolândia,Paraiso,pouco degradado,1.0
565,1701002.0,Ananás,Araguatins,nao possui degradacao,0.0
566,1718659.0,Rio da Conceição,Taguatinga,nao possui degradacao,0.0
567,1707009.0,Dianópolis,Taguatinga,nao possui degradacao,0.0
568,1713205.0,Miracema do Tocantins,Paraiso,pouco degradado,1.0
569,1715259.0,Novo Jardim,Taguatinga,nao possui degradacao,0.0
570,1716109.0,Paraíso do Tocantins,Paraiso,nao possui degradacao,0.0
571,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
572,1709807.0,Ipueiras,Porto,pouco degradado,1.0
573,1720978.0,Talismã,Gurupi,pouco degradado,1.0
574,1715002.0,Nova Rosalândia,Paraiso,degradacao media,2.0
575,1713601.0,Monte do Carmo,Porto,pouco degradado,1.0
576,1718709.0,Rio dos Bois,Miracema,pouco degradado,1.0
577,1713205.0,Miracema do Tocantins,Paraiso,pouco degradado,1.0
578,1713601.0,Monte do Carmo,Porto,degradacao media,2.0
579,1701309.0,Aragominas,Araguaina,pouco degradado,1.0
580,1706100.0,Cristalândia,Paraiso,pouco degradado,1.0
581,1700251.0,Abreulândia,Paraiso,pouco degradado,1.0
582,1718709.0,Rio dos Bois,Miracema,pouco degradado,1.0
583,1722107.0,Xambioá,Araguaina,degradacao media,2.0
584,1706100.0,Cristalândia,Paraiso,pouco degradado,1.0
585,1713304.0,Miranorte,Miracema,pouco degradado,1.0
586,1720655.0,Silvanópolis,Porto,pouco degradado,1.0
587,1716208.0,Paranã,Taguatinga,degradacao media,2.0
588,1713205.0,Miracema do Tocantins,Paraiso,nao possui degradacao,0.0
589,1713601.0,Monte do Carmo,Porto,pouco degradado,1.0
590,1703909.0,Caseara,Paraiso,nao possui degradacao,0.0
591,1706100.0,Cristalândia,Paraiso,pouco degradado,1.0
592,1720804.0,Sítio Novo do Tocantins,Araguatins,degradacao media,2.0
593,1702000.0,Araguaçu,Gurupi,pouco degradado,1.0
594,1702703.0,Aurora do Tocantins,Taguatinga,pouco degradado,1.0
595,1711902.0,Lagoa da Confusão,Paraiso,nao possui degradacao,0.0
596,1706100.0,Cristalândia,Paraiso,pouco degradado,1.0
597,1720259.0,São Salvador do Tocantins,Gurupi,nao possui degradacao,0.0
598,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
599,1720259.0,São Salvador do Tocantins,Gurupi,degradacao media,2.0
600,1707553.0,Fátima,Porto,degradacao media,2.0
601,1700707.0,Alvorada,Gurupi,nao possui degradacao,0.0
602,1720978.0,Talismã,Gurupi,nao possui degradacao,0.0
603,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
604,1700400.0,Almas,Taguatinga,nao possui degradacao,0.0
605,1718865.0,Santa Fé do Araguaia,Araguaina,pouco degradado,1.0
606,1707207.0,dois Irmãos do Tocantins,Paraiso,pouco degradado,1.0
607,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
608,1720978.0,Talismã,Gurupi,degradacao media,2.0
609,1700350.0,Aliança do Tocantins,Gurupi,degradacao media,2.0
610,1720853.0,Sucupira,Gurupi,pouco degradado,1.0
611,1720655.0,Silvanópolis,Porto,pouco degradado,1.0
612,1712454.0,Luzinópolis,Araguatins,nao possui degradacao,0.0
613,1713700.0,Monte Santo do Tocantins,Paraiso,degradacao media,2.0
614,1703909.0,Caseara,Paraiso,nao possui degradacao,0.0
615,1713957.0,Muricilândia,Araguaina,pouco degradado,1.0
616,1702158.0,Araguanã,Araguaina,pouco degradado,1.0
617,1718865.0,Santa Fé do Araguaia,Araguaina,pouco degradado,1.0
618,1707306.0,Dueré,Gurupi,degradacao media,2.0
619,1718865.0,Santa Fé do Araguaia,Araguaina,degradacao media,2.0
620,1709302.0,Guaraí,Colinas,pouco degradado,1.0
621,1716703.0,Colméia,Colinas,pouco degradado,1.0
622,1713957.0,Muricilândia,Araguaina,degradacao media,2.0
623,1700251.0,Abreulândia,Paraiso,pouco degradado,1.0
624,1702158.0,Araguanã,Araguaina,nao possui degradacao,0.0
625,1711506.0,Jaú do Tocantins,Gurupi,degradacao media,2.0
626,1712504.0,Marianópolis do Tocantins,Paraiso,nao possui degradacao,0.0
627,1703826.0,Cachoeirinha,Araguatins,pouco degradado,1.0
628,1713957.0,Muricilândia,Araguaina,pouco degradado,1.0
629,1718550.0,Riachinho,Araguatins,nao possui degradacao,0.0
630,1702000.0,Araguaçu,Gurupi,degradacao media,2.0
631,1707009.0,Dianópolis,Taguatinga,degradacao media,2.0
632,1716703.0,Colméia,Colinas,pouco degradado,1.0
633,1716703.0,Colméia,Colinas,pouco degradado,1.0
634,1722081.0,Wanderlândia,Araguaina,pouco degradado,1.0
635,1704600.0,Chapada de Areia,Paraiso,pouco degradado,1.0
636,1718550.0,Riachinho,Araguatins,pouco degradado,1.0
637,1718550.0,Riachinho,Araguatins,nao possui degradacao,0.0
638,1718550.0,Riachinho,Araguatins,nao possui degradacao,0.0
639,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
640,1717503.0,Pium,Paraiso,pouco degradado,1.0
641,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
642,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
643,1703107.0,Barrolândia,Paraiso,pouco degradado,1.0
644,1702109.0,Araguaína,Araguaina,pouco degradado,1.0
645,1702109.0,Araguaína,Araguaina,degradacao media,2.0
646,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
647,1707207.0,dois Irmãos do Tocantins,Paraiso,pouco degradado,1.0
648,1703909.0,Caseara,Paraiso,pouco degradado,1.0
649,1718865.0,Santa Fé do Araguaia,Araguaina,pouco degradado,1.0
650,1722107.0,Xambioá,Araguaina,degradacao media,2.0
651,1712454.0,Luzinópolis,Araguatins,nao possui degradacao,0.0
652,1700350.0,Aliança do Tocantins,Gurupi,degradacao media,2.0
653,1718865.0,Santa Fé do Araguaia,Araguaina,muito degradado,3.0
654,1713700.0,Monte Santo do Tocantins,Paraiso,nao possui degradacao,0.0
655,1709302.0,Guaraí,Colinas,pouco degradado,1.0
656,1709302.0,Guaraí,Colinas,pouco degradado,1.0
657,1702901.0,Axixá do Tocantins,Araguatins,pouco degradado,1.0
658,1707652.0,Figueirópolis,Gurupi,pouco degradado,1.0
659,1716109.0,Paraíso do Tocantins,Paraiso,pouco degradado,1.0
660,1713304.0,Miranorte,Miracema,pouco degradado,1.0
661,1707652.0,Figueirópolis,Gurupi,pouco degradado,1.0
662,1707652.0,Figueirópolis,Gurupi,pouco degradado,1.0
663,1716109.0,Paraíso do Tocantins,Paraiso,nan,
664,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
665,1707702.0,Filadélfia,Araguaina,nao possui degradacao,0.0
666,1715101.0,Novo Acordo,Porto,pouco degradado,1.0
667,1717503.0,Pium,Paraiso,pouco degradado,1.0
668,1700251.0,Abreulândia,Paraiso,pouco degradado,1.0
669,1722107.0,Xambioá,Araguaina,pouco degradado,1.0
670,1702703.0,Aurora do Tocantins,Taguatinga,pouco degradado,1.0
671,1709005.0,Goiatins,Araguaina,pouco degradado,1.0
672,1703107.0,Barrolândia,Paraiso,degradacao media,2.0
673,1707108.0,Divinópolis do Tocantins,Paraiso,pouco degradado,1.0
674,,,Paraiso,pouco degradado,1.0
675,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
676,1711902.0,Lagoa da Confusão,Paraiso,nao possui degradacao,0.0
677,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
678,1721109.0,Tocantínia,Miracema,degradacao media,2.0
679,1705102.0,Chapada da Natividade,Porto,pouco degradado,1.0
680,1703867.0,Cariri do Tocantins,Gurupi,pouco degradado,1.0
681,1718709.0,Rio dos Bois,Miracema,pouco degradado,1.0
682,1716505.0,Pedro Afonso,Miracema,pouco degradado,1.0
683,1707652.0,Figueirópolis,Gurupi,nao possui degradacao,0.0
684,1703867.0,Cariri do Tocantins,Gurupi,pouco degradado,1.0
685,1705102.0,Chapada da Natividade,Porto,degradacao media,2.0
686,1716604.0,Peixe,Gurupi,pouco degradado,1.0
687,1707108.0,Divinópolis do Tocantins,Paraiso,nao possui degradacao,0.0
688,1720101.0,São Bento do Tocantins,Araguatins,nan,
689,1705102.0,Chapada da Natividade,Porto,pouco degradado,1.0
690,1705102.0,Chapada da Natividade,Porto,pouco degradado,1.0
691,1707652.0,Figueirópolis,Gurupi,pouco degradado,1.0
692,1716109.0,Paraíso do Tocantins,Paraiso,pouco degradado,1.0
693,1716604.0,Peixe,Gurupi,pouco degradado,1.0
694,1703867.0,Cariri do Tocantins,Gurupi,pouco degradado,1.0
695,1716109.0,Paraíso do Tocantins,Paraiso,pouco degradado,1.0
696,1720101.0,São Bento do Tocantins,Araguatins,nan,
697,1720655.0,Silvanópolis,Porto,muito degradado,3.0
698,1709005.0,Goiatins,Araguaina,pouco degradado,1.0
699,1718758.0,Rio Sono,Miracema,pouco degradado,1.0
700,1718006.0,Porto Alegre do Tocantins,Taguatinga,degradacao media,2.0
701,1716208.0,Paranã,Taguatinga,nao possui degradacao,0.0
702,1718006.0,Porto Alegre do Tocantins,Taguatinga,degradacao media,2.0
703,1704600.0,Chapada de Areia,Paraiso,pouco degradado,1.0
704,1718758.0,Rio Sono,Miracema,pouco degradado,1.0
705,1707652.0,Figueirópolis,Gurupi,pouco degradado,1.0
706,1716703.0,Colméia,Colinas,pouco degradado,1.0
707,1706100.0,Cristalândia,Paraiso,nao possui degradacao,0.0
708,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
709,1720655.0,Silvanópolis,Porto,degradacao media,2.0
710,1718865.0,Santa Fé do Araguaia,Araguaina,pouco degradado,1.0
711,1707207.0,dois Irmãos do Tocantins,Paraiso,pouco degradado,1.0
712,1707108.0,Divinópolis do Tocantins,Paraiso,nao possui degradacao,0.0
713,1718758.0,Rio Sono,Miracema,pouco degradado,1.0
714,1722107.0,Xambioá,Araguaina,pouco degradado,1.0
715,1713601.0,Monte do Carmo,Porto,pouco degradado,1.0
716,1716109.0,Paraíso do Tocantins,Paraiso,pouco degradado,1.0
717,1707702.0,Filadélfia,Araguaina,pouco degradado,1.0
718,1707009.0,Dianópolis,Taguatinga,nao possui degradacao,0.0
719,1718899.0,Santa Rita do Tocantins,Gurupi,muito degradado,3.0
720,1703867.0,Cariri do Tocantins,Gurupi,degradacao media,2.0
721,1707009.0,Dianópolis,Taguatinga,pouco degradado,1.0
722,1718006.0,Porto Alegre do Tocantins,Taguatinga,degradacao media,2.0
723,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
724,1709005.0,Goiatins,Araguaina,pouco degradado,1.0
725,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
726,1720002.0,Santa Terezinha do Tocantins,Miracema,nan,
727,1713304.0,Miranorte,Miracema,pouco degradado,1.0
728,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
729,1702109.0,Araguaína,Araguaina,pouco degradado,1.0
730,1702109.0,Araguaína,Araguaina,pouco degradado,1.0
731,1716505.0,Pedro Afonso,Miracema,pouco degradado,1.0
732,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
733,1703909.0,Caseara,Paraiso,nao possui degradacao,0.0
734,1703867.0,Cariri do Tocantins,Gurupi,degradacao media,2.0
735,1707702.0,Filadélfia,Araguaina,pouco degradado,1.0
736,1703826.0,Cachoeirinha,Araguatins,pouco degradado,1.0
737,1700350.0,Aliança do Tocantins,Gurupi,degradacao media,2.0
738,1716109.0,Paraíso do Tocantins,Paraiso,pouco degradado,1.0
739,1717503.0,Pium,Paraiso,pouco degradado,1.0
740,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
741,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
742,1712504.0,Marianópolis do Tocantins,Paraiso,muito degradado,3.0
743,1701309.0,Aragominas,Araguaina,pouco degradado,1.0
744,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
745,1716505.0,Pedro Afonso,Miracema,degradacao media,2.0
746,1714880.0,Nova Olinda,Araguaina,degradacao media,2.0
747,1722081.0,Wanderlândia,Araguaina,nao possui degradacao,0.0
748,1722107.0,Xambioá,Araguaina,pouco degradado,1.0
749,1702109.0,Araguaína,Araguaina,pouco degradado,1.0
750,1717206.0,Piraquê,Araguaina,nao possui degradacao,0.0
751,1713700.0,Monte Santo do Tocantins,Paraiso,pouco degradado,1.0
752,1713700.0,Monte Santo do Tocantins,Paraiso,degradacao media,2.0
753,1704600.0,Chapada de Areia,Paraiso,nao possui degradacao,0.0
754,1704600.0,Chapada de Areia,Paraiso,pouco degradado,1.0
755,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
756,1707405.0,Esperantina,Araguatins,nao possui degradacao,0.0
757,1713700.0,Monte Santo do Tocantins,Paraiso,pouco degradado,1.0
758,1707009.0,Dianópolis,Taguatinga,nao possui degradacao,0.0
759,1701051.0,Angico,Araguatins,degradacao media,2.0
760,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
761,1716208.0,Paranã,Taguatinga,pouco degradado,1.0
762,1707009.0,Dianópolis,Taguatinga,nao possui degradacao,0.0
763,1703008.0,Babaçulândia,Araguaina,pouco degradado,1.0
764,1720200.0,São Miguel do Tocantins,Araguatins,degradacao media,2.0
765,1707009.0,Dianópolis,Taguatinga,pouco degradado,1.0
766,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
767,1709807.0,Ipueiras,Porto,degradacao media,2.0
768,1703008.0,Babaçulândia,Araguaina,pouco degradado,1.0
769,1700350.0,Aliança do Tocantins,Gurupi,muito degradado,3.0
770,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
771,1713809.0,Palmeiras do Tocantins,Araguatins,pouco degradado,1.0
772,1713809.0,Palmeiras do Tocantins,Araguatins,pouco degradado,1.0
773,1717206.0,Piraquê,Araguaina,pouco degradado,1.0
774,1716505.0,Pedro Afonso,Miracema,degradacao media,2.0
775,1707553.0,Fátima,Porto,degradacao media,2.0
776,1717206.0,Piraquê,Araguaina,pouco degradado,1.0
777,1717206.0,Piraquê,Araguaina,pouco degradado,1.0
778,1717206.0,Piraquê,Araguaina,nao possui degradacao,0.0
779,1722107.0,Xambioá,Araguaina,pouco degradado,1.0
780,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
781,1708254.0,Fortaleza do Tabocão,Miracema,pouco degradado,1.0
782,1701309.0,Aragominas,Araguaina,pouco degradado,1.0
783,1709500.0,Gurupi,Gurupi,pouco degradado,1.0
784,1706258.0,Crixás do Tocantins,Gurupi,degradacao media,2.0
785,1721000.0,Palmas,Porto,nao possui degradacao,0.0
786,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
787,1709500.0,Gurupi,Gurupi,pouco degradado,1.0
788,1709500.0,Gurupi,Gurupi,pouco degradado,1.0
789,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
790,1708254.0,Fortaleza do Tabocão,Miracema,pouco degradado,1.0
791,1717206.0,Piraquê,Araguaina,pouco degradado,1.0
792,1709302.0,Guaraí,Colinas,nao possui degradacao,0.0
793,1700400.0,Almas,Taguatinga,nao possui degradacao,0.0
794,1704600.0,Chapada de Areia,Paraiso,pouco degradado,1.0
795,1716505.0,Pedro Afonso,Miracema,nao possui degradacao,0.0
796,1707207.0,dois Irmãos do Tocantins,Paraiso,degradacao media,2.0
797,1712504.0,Marianópolis do Tocantins,Paraiso,muito degradado,3.0
798,1709302.0,Guaraí,Colinas,nao possui degradacao,0.0
799,1704600.0,Chapada de Areia,Paraiso,pouco degradado,1.0
800,1722107.0,Xambioá,Araguaina,pouco degradado,1.0
801,1702109.0,Araguaína,Araguaina,pouco degradado,1.0
802,1718303.0,Praia Norte,Araguatins,degradacao media,2.0
803,1703057.0,Bandeirantes do Tocantins,Araguatins,degradacao media,2.0
804,1702109.0,Araguaína,Araguaina,pouco degradado,1.0
805,1717206.0,Piraquê,Araguaina,nao possui degradacao,0.0
806,1707009.0,Dianópolis,Taguatinga,nao possui degradacao,0.0
807,1715101.0,Novo Acordo,Porto,muito degradado,3.0
808,1703057.0,Bandeirantes do Tocantins,Araguatins,pouco degradado,1.0
809,1714880.0,Nova Olinda,Araguaina,degradacao media,2.0
810,1720655.0,Silvanópolis,Porto,pouco degradado,1.0
811,1717206.0,Piraquê,Araguaina,pouco degradado,1.0
812,1701051.0,Angico,Araguatins,degradacao media,2.0
813,1717206.0,Piraquê,Araguaina,pouco degradado,1.0
814,1701051.0,Angico,Araguatins,degradacao media,2.0
815,1717206.0,Piraquê,Araguaina,degradacao media,2.0
816,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
817,1709500.0,Gurupi,Gurupi,pouco degradado,1.0
818,1717206.0,Piraquê,Araguaina,pouco degradado,1.0
819,1708254.0,Fortaleza do Tabocão,Miracema,pouco degradado,1.0
820,1714880.0,Nova Olinda,Araguaina,pouco degradado,1.0
821,1707009.0,Dianópolis,Taguatinga,nao possui degradacao,0.0
822,1713809.0,Palmeiras do Tocantins,Araguatins,pouco degradado,1.0
823,1721257.0,Tupirama,Miracema,pouco degradado,1.0
824,1722107.0,Xambioá,Araguaina,degradacao media,2.0
825,1702158.0,Araguanã,Araguaina,pouco degradado,1.0
826,1702158.0,Araguanã,Araguaina,nao possui degradacao,0.0
827,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
828,1707108.0,Divinópolis do Tocantins,Paraiso,pouco degradado,1.0
829,1703008.0,Babaçulândia,Araguaina,pouco degradado,1.0
830,1720002.0,Santa Terezinha do Tocantins,Araguatins,nao possui degradacao,0.0
831,1716109.0,Paraíso do Tocantins,Paraiso,pouco degradado,1.0
832,1704105.0,Centenário,Miracema,nao possui degradacao,0.0
833,1701002.0,Ananás,Araguatins,nao possui degradacao,0.0
834,1700400.0,Almas,Taguatinga,nao possui degradacao,0.0
835,1706100.0,Cristalândia,Paraiso,nao possui degradacao,0.0
836,1712504.0,Marianópolis do Tocantins,Paraiso,degradacao media,2.0
837,1708254.0,Fortaleza do Tabocão,Miracema,pouco degradado,1.0
838,1713809.0,Palmeiras do Tocantins,Araguatins,nan,
839,1721257.0,Tupirama,Miracema,nan,
840,1703909.0,Caseara,Paraiso,nan,
841,1703909.0,Caseara,Paraiso,nan,
842,1703909.0,Caseara,Paraiso,nan,
843,1704600.0,Chapada de Areia,Paraiso,nan,
844,1711902.0,Lagoa da Confusão,Paraiso,nan,
845,1713205.0,Miracema do Tocantins,Paraiso,nao possui degradacao,0.0
846,1715259.0,Novo Jardim,Taguatinga,nan,
847,1721257.0,Tupirama,Miracema,nan,
848,1713304.0,Miranorte,Miracema,nao possui degradacao,0.0
849,1702109.0,Araguaína,Araguaina,nan,
850,1709500.0,Gurupi,Gurupi,nan,
851,1716208.0,Paranã,Taguatinga,nan,
852,1720200.0,São Miguel do Tocantins,Araguatins,nan,
853,1703909.0,Caseara,Paraiso,nan,
854,1707652.0,Figueirópolis,Gurupi,nan,
855,1706001.0,Couto Magalhães,Colinas,degradacao media,2.0
856,1721109.0,Tocantínia,Miracema,nan,
857,1721257.0,Tupirama,Miracema,nan,
858,1721109.0,Tocantínia,Miracema,nan,
859,1720804.0,Sítio Novo do Tocantins,Araguatins,nan,
860,1720200.0,São Miguel do Tocantins,Araguatins,nan,
861,1707009.0,Dianópolis,Taguatinga,nan,
862,1702901.0,Axixá do Tocantins,Araguatins,nan,
