,coef,se,pval,odds
dim1,0.30776413974013245,0.2108754648588641,0.1444387590878468,1.3603800914932622
n_praticas,-0.25969464484889093,1.0985763739208407,0.8131285184518684,0.7712870663278281
0/1,-0.8759927024447824,1.0975978080469664,0.42481251863672753,0.4164484050645225
1/2,0.5577013673694653,0.044573779619697135,6.429205495913582e-36,1.7466529688444548
2/3,0.8934357207434335,0.07809427230166353,2.6243885787013772e-30,2.443510465570447
