municipio_ibge,uso_de_praticas_sustentaveis_,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,total_respostas,regional,degradacao_ord,pratica_aceiros,pratica_adubação,pratica_adubação verde,pratica_apiário,pratica_calagem,pratica_consórcio,pratica_curva de nível,pratica_descarte correto de embalagens,pratica_floresta,pratica_ilp - integração lavoura pecuária,pratica_ilpf - integração lavoura pecuária,pratica_não usa,pratica_outros,pratica_plantio direto,pratica_reaproveitamento de residuos,pratica_recuperação de pastagens,pratica_rotação de cultura,n_praticas_linha,Sustentaveis_cluster,Dim1,Dim2,Dim3,Dim4,Dim5
Barrolândia,não usa,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,-0.05478202609635459,0.026676890990902844,-0.0646336754240477,0.06340537905481924,0.24542262404170165
Barrolândia,plantio direto,pouco degradado,3,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Barrolândia,recuperação de pastagens,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,-0.09447428642954142,-0.10522489085318927,-0.3209751541714551,0.6270721763567503,-0.3741320169289236
Barrolândia,recuperação de pastagens,pouco degradado,9,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,-0.09447428642954142,-0.10522489085318927,-0.3209751541714551,0.6270721763567503,-0.3741320169289236
Bom Jesus do Tocantins,aceiros,nao possui degradacao,2,Miracema,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Bom Jesus do Tocantins,aceiros,pouco degradado,1,Miracema,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Bom Jesus do Tocantins,adubação,nao possui degradacao,3,Miracema,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Bom Jesus do Tocantins,adubação,pouco degradado,1,Miracema,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Bom Jesus do Tocantins,adubação verde,nao possui degradacao,1,Miracema,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Bom Jesus do Tocantins,adubação verde,pouco degradado,1,Miracema,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Bom Jesus do Tocantins,plantio direto,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Bom Jesus do Tocantins,plantio direto,pouco degradado,1,Miracema,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Bom Jesus do Tocantins,reaproveitamento de residuos,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,-0.0696843817516202,-0.04967668809466139,-0.12327031305520561,0.031073607613986608,0.36520994236573234
Bom Jesus do Tocantins,rotação de cultura,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Cachoeirinha,aceiros,pouco degradado,1,Araguatins,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Cachoeirinha,adubação,pouco degradado,1,Araguatins,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Cachoeirinha,calagem,pouco degradado,1,Araguatins,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Cachoeirinha,consórcio,pouco degradado,1,Araguatins,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.06896976113974049,-0.01811940039688409,-0.11705991027446616,0.06469999824572982,0.5413274092588569
Cachoeirinha,descarte correto de embalagens,pouco degradado,1,Araguatins,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,-0.07866842664409315,-0.17416126251120403,-0.1710800070244757,-0.0709660601741422,0.1011788019295013
Cachoeirinha,reaproveitamento de residuos,pouco degradado,1,Araguatins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,-0.0696843817516202,-0.04967668809466139,-0.12327031305520561,0.031073607613986608,0.36520994236573234
Cachoeirinha,recuperação de pastagens,pouco degradado,2,Araguatins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,-0.09447428642954142,-0.10522489085318927,-0.3209751541714551,0.6270721763567503,-0.3741320169289236
Cachoeirinha,rotação de cultura,pouco degradado,1,Araguatins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Cariri do Tocantins,aceiros,degradacao media,2,Gurupi,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Cariri do Tocantins,aceiros,pouco degradado,2,Gurupi,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Cariri do Tocantins,adubação,degradacao media,2,Gurupi,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Cariri do Tocantins,adubação,pouco degradado,1,Gurupi,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Cariri do Tocantins,calagem,degradacao media,2,Gurupi,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Cariri do Tocantins,calagem,pouco degradado,3,Gurupi,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Cariri do Tocantins,consórcio,pouco degradado,1,Gurupi,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.06896976113974049,-0.01811940039688409,-0.11705991027446616,0.06469999824572982,0.5413274092588569
Cariri do Tocantins,curva de nível,pouco degradado,1,Gurupi,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,-0.047439172610570596,0.07980082223070878,-0.037863151124724465,0.09033049175492801,0.2618110447326251
Cariri do Tocantins,recuperação de pastagens,pouco degradado,3,Gurupi,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,-0.09447428642954142,-0.10522489085318927,-0.3209751541714551,0.6270721763567503,-0.3741320169289236
Cariri do Tocantins,rotação de cultura,degradacao media,1,Gurupi,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Cariri do Tocantins,rotação de cultura,pouco degradado,2,Gurupi,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Carmolândia,aceiros,nao possui degradacao,2,Araguína,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Carmolândia,aceiros,pouco degradado,1,Araguína,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Carmolândia,plantio direto,nao possui degradacao,1,Araguína,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Caseara,aceiros,nao possui degradacao,4,Paraiso,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Caseara,aceiros,pouco degradado,1,Paraiso,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Caseara,adubação,nao possui degradacao,5,Paraiso,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Caseara,adubação,pouco degradado,1,Paraiso,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Caseara,adubação verde,nao possui degradacao,1,Paraiso,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Caseara,adubação verde,pouco degradado,1,Paraiso,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Caseara,calagem,nao possui degradacao,1,Paraiso,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Caseara,não usa,nao possui degradacao,5,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,-0.05478202609635459,0.026676890990902844,-0.0646336754240477,0.06340537905481924,0.24542262404170165
Caseara,reaproveitamento de residuos,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,-0.0696843817516202,-0.04967668809466139,-0.12327031305520561,0.031073607613986608,0.36520994236573234
Caseara,rotação de cultura,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Centenário,aceiros,nao possui degradacao,1,Miracema,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Centenário,reaproveitamento de residuos,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,-0.0696843817516202,-0.04967668809466139,-0.12327031305520561,0.031073607613986608,0.36520994236573234
Centenário,rotação de cultura,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Chapada da Natividade,aceiros,degradacao media,4,Porto Nacional,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Chapada da Natividade,aceiros,pouco degradado,8,Porto Nacional,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Chapada da Natividade,adubação,degradacao media,3,Porto Nacional,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Chapada da Natividade,adubação,pouco degradado,4,Porto Nacional,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Chapada da Natividade,adubação verde,degradacao media,1,Porto Nacional,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Chapada da Natividade,adubação verde,pouco degradado,4,Porto Nacional,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Chapada da Natividade,calagem,pouco degradado,3,Porto Nacional,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Chapada da Natividade,outros,pouco degradado,1,Porto Nacional,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,-0.04246478877287944,0.07879283754587739,-0.028617660984509494,0.07747977967370918,0.20236451374571376
Chapada da Natividade,recuperação de pastagens,degradacao media,4,Porto Nacional,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,-0.09447428642954142,-0.10522489085318927,-0.3209751541714551,0.6270721763567503,-0.3741320169289236
Chapada da Natividade,recuperação de pastagens,pouco degradado,4,Porto Nacional,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,-0.09447428642954142,-0.10522489085318927,-0.3209751541714551,0.6270721763567503,-0.3741320169289236
Chapada da Natividade,rotação de cultura,degradacao media,4,Porto Nacional,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Chapada da Natividade,rotação de cultura,pouco degradado,4,Porto Nacional,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Chapada de Areia,aceiros,degradacao media,5,Paraiso,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Chapada de Areia,aceiros,pouco degradado,5,Paraiso,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Chapada de Areia,adubação,degradacao media,1,Paraiso,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Chapada de Areia,adubação,nao possui degradacao,2,Paraiso,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Chapada de Areia,adubação,pouco degradado,2,Paraiso,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Chapada de Areia,adubação verde,nao possui degradacao,3,Paraiso,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Chapada de Areia,adubação verde,pouco degradado,4,Paraiso,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Chapada de Areia,calagem,nao possui degradacao,1,Paraiso,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Chapada de Areia,calagem,pouco degradado,1,Paraiso,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Chapada de Areia,consórcio,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.06896976113974049,-0.01811940039688409,-0.11705991027446616,0.06469999824572982,0.5413274092588569
Chapada de Areia,plantio direto,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Chapada de Areia,plantio direto,muito degradado,1,Paraiso,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Chapada de Areia,plantio direto,nao possui degradacao,6,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Chapada de Areia,plantio direto,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Chapada de Areia,recuperação de pastagens,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,-0.09447428642954142,-0.10522489085318927,-0.3209751541714551,0.6270721763567503,-0.3741320169289236
Chapada de Areia,rotação de cultura,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Chapada de Areia,rotação de cultura,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Colméia,aceiros,degradacao media,1,Colinas,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Colméia,aceiros,nao possui degradacao,2,Colinas,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Colméia,aceiros,pouco degradado,3,Colinas,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Colméia,adubação,nao possui degradacao,2,Colinas,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Colméia,adubação,pouco degradado,4,Colinas,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Colméia,adubação verde,pouco degradado,4,Colinas,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Colméia,calagem,nao possui degradacao,2,Colinas,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Colméia,calagem,pouco degradado,2,Colinas,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Colméia,curva de nível,pouco degradado,2,Colinas,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,-0.047439172610570596,0.07980082223070878,-0.037863151124724465,0.09033049175492801,0.2618110447326251
Colméia,reaproveitamento de residuos,nao possui degradacao,2,Colinas,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,-0.0696843817516202,-0.04967668809466139,-0.12327031305520561,0.031073607613986608,0.36520994236573234
Colméia,rotação de cultura,pouco degradado,2,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Couto Magalhães,aceiros,pouco degradado,5,Colinas,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Couto Magalhães,adubação,nao possui degradacao,1,Colinas,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Couto Magalhães,adubação,pouco degradado,5,Colinas,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
Couto Magalhães,adubação verde,degradacao media,1,Colinas,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Couto Magalhães,adubação verde,nao possui degradacao,1,Colinas,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Couto Magalhães,adubação verde,pouco degradado,5,Colinas,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.07516767391250062,-0.09575496653963983,-0.1512511619931409,-0.003704071025263965,0.36270783644082866
Couto Magalhães,calagem,nao possui degradacao,1,Colinas,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Couto Magalhães,calagem,pouco degradado,5,Colinas,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.14778434631594004,-0.41821037772969744,0.4974048807551018,-0.027261765098471263,-0.11921904074742748
Couto Magalhães,consórcio,pouco degradado,1,Colinas,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,-0.06896976113974049,-0.01811940039688409,-0.11705991027446616,0.06469999824572982,0.5413274092588569
Couto Magalhães,curva de nível,degradacao media,1,Colinas,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,-0.047439172610570596,0.07980082223070878,-0.037863151124724465,0.09033049175492801,0.2618110447326251
Couto Magalhães,curva de nível,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,-0.047439172610570596,0.07980082223070878,-0.037863151124724465,0.09033049175492801,0.2618110447326251
Couto Magalhães,descarte correto de embalagens,pouco degradado,1,Colinas,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,-0.07866842664409315,-0.17416126251120403,-0.1710800070244757,-0.0709660601741422,0.1011788019295013
Couto Magalhães,ilp - integração lavoura pecuária,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,-0.073208141205829,-0.22587718096281242,-0.14988222746280447,-0.09779523006262483,-0.051250444703553936
Couto Magalhães,plantio direto,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Couto Magalhães,plantio direto,pouco degradado,3,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,-0.08567494121216766,-0.2064166993573731,-0.21063012868496794,-0.104965197973761,0.1799948984245331
Couto Magalhães,reaproveitamento de residuos,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,-0.0696843817516202,-0.04967668809466139,-0.12327031305520561,0.031073607613986608,0.36520994236573234
Couto Magalhães,reaproveitamento de residuos,pouco degradado,5,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,-0.0696843817516202,-0.04967668809466139,-0.12327031305520561,0.031073607613986608,0.36520994236573234
Couto Magalhães,recuperação de pastagens,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,-0.09447428642954142,-0.10522489085318927,-0.3209751541714551,0.6270721763567503,-0.3741320169289236
Couto Magalhães,recuperação de pastagens,pouco degradado,4,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,-0.09447428642954142,-0.10522489085318927,-0.3209751541714551,0.6270721763567503,-0.3741320169289236
Couto Magalhães,rotação de cultura,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Couto Magalhães,rotação de cultura,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Couto Magalhães,rotação de cultura,pouco degradado,5,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,-0.09411943728362396,-0.027575746005633055,-0.348683949838288,-0.5474996364955502,-0.35916581724381713
Cristalândia,aceiros,degradacao media,2,Paraiso,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Cristalândia,aceiros,nao possui degradacao,8,Paraiso,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Cristalândia,aceiros,pouco degradado,7,Paraiso,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0.5206284959134688,0.09710641480346753,0.08125586399151731,-0.0002992757327712586,-0.03865598210052591
Cristalândia,adubação,nao possui degradacao,3,Paraiso,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,-0.28256150635957256,0.49839856047157277,0.19824945416336065,0.00992156234450468,-0.054892814904734674
