Sustentaveis_cluster,0,1,2,3
0,0.3125,0.4236111111111111,0.22916666666666666,0.034722222222222224
1,0.3727714748784441,0.4051863857374392,0.1993517017828201,0.022690437601296597
2,0.30851063829787234,0.3882978723404255,0.26595744680851063,0.03723404255319149
