Convencionais_cluster,0,1,2,3
0,0.3090909090909091,0.4033057851239669,0.24958677685950414,0.03801652892561983
1,0.31891891891891894,0.372972972972973,0.2648648648648649,0.043243243243243246
2,0.31891891891891894,0.372972972972973,0.2648648648648649,0.043243243243243246
