uso_de_praticas_sustentaveis_,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_original,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
"Aceiros, Descarte correto de embalagens",,SÍTIO NOVO DO TOCANTINS,2,sitio novo do tocantins,17.0,1720804.0,Sítio Novo do Tocantins,sitio novo do tocantins,,,,,,1720804.0,17.0,Sítio Novo do Tocantins
"Aceiros, Adubação",Degradação Média,PIUM,2,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Aceiros,Pouco degradado,Aurora do Tocantins,2,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
Calagem,Não possui degradação,ALMAS TO,2,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
"Aceiros, Recuperação de pastagens",Degradação Média,LUZINOPOLIS-TO,2,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
"Aceiros, Plantio direto, Adubação",,SANTA MARIA DO TOCANTINS,2,santa maria do tocantins,17.0,1718881.0,Santa Maria do Tocantins,santa maria do tocantins,,,,,,1718881.0,17.0,Santa Maria do Tocantins
"Aceiros, Adubação",,PIUM,2,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Não Usa,,CASEARA-TO,2,caseara-to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
Aceiros,,Gurupi,2,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
"Rotação de Cultura, Aceiros",Pouco degradado,Araguanã,2,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
Aceiros,,TUPIRAMA TO,2,tupirama to,,,,,tupirama,1721257.0,17.0,Tupirama,tupirama,1721257.0,17.0,Tupirama
"Aceiros, Consórcio, Adubação",Não possui degradação,Araguaína,2,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
Não Usa,,ESPERANTINA,1,esperantina,17.0,1707405.0,Esperantina,esperantina,,,,,,1707405.0,17.0,Esperantina
"Aceiros, Calagem",,Marianópolis do Tocantins,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
"Aceiros, Aproveitamento da floresta",,São Bento do Tocantins,1,sao bento do tocantins,17.0,1720101.0,São Bento do Tocantins,sao bento do tocantins,,,,,,1720101.0,17.0,São Bento do Tocantins
Aceiros,Degradação Média,JAU DO TO,1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
"Aceiros, Plantio direto",Não possui degradação,RIO SONO,1,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
Aceiros,,Divinopolis do Tocantins,1,divinopolis do tocantins,17.0,1707108.0,Divinópolis do Tocantins,divinopolis do tocantins,,,,,,1707108.0,17.0,Divinópolis do Tocantins
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Consórcio, Plantio direto",,BABAÇULANDIA,1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
"Curva de nível, Adubação verde, Aceiros, Calagem",,ALMAS,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
"Rotação de Cultura, Aceiros, Consórcio",,LUZINOPOLIS-TO,1,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
"Aceiros, Calagem, Adubação",,Cristalandia,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
"Aceiros, Descarte correto de embalagens",,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Aceiros, Calagem, Adubação",Pouco degradado,Palmeirópolis,1,palmeiropolis,17.0,1715754.0,Palmeirópolis,palmeiropolis,,,,,,1715754.0,17.0,Palmeirópolis
"Aceiros, Não Usa",,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
Reaproveitamento de residuos,,Ananás,1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
"Adubação verde, Calagem, Plantio direto, Adubação",Pouco degradado,RIO DA CONCEIÇÃO,1,rio da conceicao,17.0,1718659.0,Rio da Conceição,rio da conceicao,,,,,,1718659.0,17.0,Rio da Conceição
"Rotação de Cultura, Aceiros",,DIANOPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Aceiros, Descarte correto de embalagens, Recuperação de pastagens",Degradação Média,XAMBIOÁ TO,1,xambioa to,,,,,xambioa,1722107.0,17.0,Xambioá,xambioa,1722107.0,17.0,Xambioá
"Adubação verde, Aceiros",Não possui degradação,ALMAS,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
"Rotação de Cultura, Aceiros, Adubação",,SÃO MIGUEL DO TOCANTINS,1,sao miguel do tocantins,17.0,1720200.0,São Miguel do Tocantins,sao miguel do tocantins,,,,,,1720200.0,17.0,São Miguel do Tocantins
Aceiros,Degradação Média,GURUPI,1,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
"Consórcio, Adubação",,Tocantínia,1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
"Aceiros, Recuperação de pastagens",,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Curva de nível, Adubação verde, Aceiros, Calagem, Adubação",Pouco degradado,ALMAES TO,1,almaes to,,,,,,,,,,,,
"Aceiros, Calagem, Adubação",,Araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Aceiros, Adubação",,Araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
Rotação de Cultura,Não possui degradação,NOVO JARDIM,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
"Aceiros, Adubação",Não possui degradação,Gurupi-TO,1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
"Aceiros, Calagem",Degradação Média,Cristalandia,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
"Aceiros, Não Usa",Não possui degradação,Cristalandia,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
Recuperação de pastagens,Pouco degradado,Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
Aceiros,Pouco degradado,ALVORADA,1,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
"Aceiros, Calagem, Adubação",,ARAGOMINAS -TO,1,aragominas -to,,,,,aragominas,1701309.0,17.0,Aragominas,aragominas,1701309.0,17.0,Aragominas
"Curva de nível, Adubação verde, Rotação de Cultura, Calagem, ILP - Integração Lavoura Pecuária, Recuperação de pastagens, Plantio direto, Adubação",Não possui degradação,COUTO DE MAGALHAES,1,couto de magalhaes,,,,,couto magalhaes,1706001.0,17.0,Couto Magalhães,couto magalhaes,1706001.0,17.0,Couto Magalhães
"Curva de nível, Adubação verde, Calagem, Adubação",Não possui degradação,GUARAI,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
Aceiros,Não possui degradação,Gurupi-TO,1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
"Rotação de Cultura, Calagem, Recuperação de pastagens, Não Usa",Muito degradado,Araguatins,1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
"Aceiros, Calagem, Recuperação de pastagens",Pouco degradado,PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Aceiros, Calagem, Recuperação de pastagens, Adubação",Degradação Média,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Rotação de Cultura, Aceiros, Calagem, Adubação",Pouco degradado,Peixe,1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
"Aceiros, Plantio direto",Não possui degradação,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Aceiros, Adubação",Pouco degradado,SANTA FÉ DO ARAGUAIA,1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
"Aceiros, Calagem, Adubação",,ARAGUAÍNA,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Aceiros, Consórcio",,NOVA OLINDA,1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
Aceiros,,Gurupi-TO,1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
Plantio direto,,CHAPADA DE AREIA,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
Não Usa,Degradação Média,DUERÉ,1,duere,17.0,1707306.0,Dueré,duere,,,,,,1707306.0,17.0,Dueré
"Curva de nível, Adubação verde, Aceiros, Calagem, Recuperação de pastagens, Adubação",Pouco degradado,GUARAI,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
"Aceiros, Recuperação de pastagens",,Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
Aceiros,Não possui degradação,GUARAI,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
Aceiros,Pouco degradado,Monte Santo,1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
"Aceiros, Calagem, Adubação",Não possui degradação,Sucupira-TO,1,sucupira-to,,,,,sucupira,1720853.0,17.0,Sucupira,sucupira,1720853.0,17.0,Sucupira
"Aceiros, Adubação",Degradação Média,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Adubação verde, Aceiros, Calagem, Adubação",,DOIS IRMAOS,1,dois irmaos,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
"Aceiros, Descarte correto de embalagens",Pouco degradado,Alvorada,1,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
Aceiros,Muito degradado,Sucupira-TO,1,sucupira-to,,,,,sucupira,1720853.0,17.0,Sucupira,sucupira,1720853.0,17.0,Sucupira
"Calagem, Plantio direto, Adubação",Degradação Média,Nova Rosalândia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Adubação verde, Rotação de Cultura, Aceiros, Calagem, Recuperação de pastagens, Plantio direto, Adubação",Não possui degradação,PUGMIL -TO,1,pugmil -to,,,,,pugmil,1718451.0,17.0,Pugmil,pugmil,1718451.0,17.0,Pugmil
"Rotação de Cultura, Aceiros, Adubação",Pouco degradado,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Adubação verde, Reaproveitamento de residuos, Aceiros, Descarte correto de embalagens, Adubação",Pouco degradado,ALMAS TO,1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
"Aceiros, Calagem, Recuperação de pastagens",Degradação Média,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
Não Usa,Pouco degradado,PARAÍSO DO TOCANTINS,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
"Aceiros, Calagem, Adubação",Pouco degradado,DUEURÉ,1,dueure,,,,,duere,1707306.0,17.0,Dueré,duere,1707306.0,17.0,Dueré
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Descarte correto de embalagens",Não possui degradação,ALMAS,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
"Aceiros, Descarte correto de embalagens, Plantio direto",Não possui degradação,araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
Aceiros,Degradação Média,Colmeia,1,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
"Adubação verde, Rotação de Cultura",Não possui degradação,PARANÃ-TO,1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
Plantio direto,Degradação Média,CHAPADA DE AREIA,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
Aceiros,Degradação Média,PEIXE,1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
"Adubação verde, Plantio direto, Adubação",,RIO DA CONCEOÇÃO,1,rio da conceocao,,,,,rio da conceicao,1718659.0,17.0,Rio da Conceição,rio da conceicao,1718659.0,17.0,Rio da Conceição
Calagem,Não possui degradação,Dianópolis -To,1,dianopolis -to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
"Rotação de Cultura, Aceiros, Calagem, Recuperação de pastagens, Adubação",Degradação Média,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Aceiros, Descarte correto de embalagens, Recuperação de pastagens, Adubação",Não possui degradação,Barrolândia,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
"Rotação de Cultura, Calagem, Consórcio, Adubação",Não possui degradação,NOVA OLINDA,1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
"Adubação verde, Rotação de Cultura, Plantio direto, Adubação",Degradação Média,Nova Rosalândia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Aceiros, Calagem, Adubação",Degradação Média,Dois Irmaos do Tocantins,1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
"Reaproveitamento de residuos, Aceiros",Não possui degradação,Cristalandia,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
Plantio direto,,ESPERANTINA,1,esperantina,17.0,1707405.0,Esperantina,esperantina,,,,,,1707405.0,17.0,Esperantina
Aceiros,Pouco degradado,IPUEIRAS -TO,1,ipueiras -to,,,,,ipueiras,1709807.0,17.0,Ipueiras,ipueiras,1709807.0,17.0,Ipueiras
"Adubação verde, Aceiros, Recuperação de pastagens, Adubação",Pouco degradado,CHAPADA DA NATIVIDADE,1,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
"Aceiros, Recuperação de pastagens, Plantio direto",Não possui degradação,RIO SONO,1,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
Aceiros,Não possui degradação,Divinopolis,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
ILP - Integração Lavoura Pecuária,Não possui degradação,DIANOPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Reaproveitamento de residuos, Aceiros, Calagem, Descarte correto de embalagens, Adubação",Não possui degradação,Palmeiras do Tocantins,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
Aceiros,,ABREULANDIA,1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
"Aceiros, Recuperação de pastagens",,PALMEIRAS DO TOCANTINS,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
Não Usa,Não possui degradação,Caseara,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
Reaproveitamento de residuos,,Novo Acordo,1,novo acordo,17.0,1715101.0,Novo Acordo,novo acordo,,,,,,1715101.0,17.0,Novo Acordo
"Aceiros, Recuperação de pastagens",Pouco degradado,Barrolândia-To,1,barrolandia-to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
"Curva de nível, Adubação verde, Rotação de Cultura, Aceiros",,ALMAS,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
Aceiros,Não possui degradação,ponte alta do bom jesus,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Adubação verde, Aceiros, Calagem, Consórcio, Adubação",Pouco degradado,GUARAI,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
"Aceiros, Calagem, Recuperação de pastagens, Adubação",Degradação Média,Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
"Aceiros, Descarte correto de embalagens, Recuperação de pastagens, Plantio direto",Pouco degradado,Barrolândia,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
"Rotação de Cultura, Calagem, Adubação",,CRIXAS DO TOCANTINS,1,crixas do tocantins,17.0,1706258.0,Crixás do Tocantins,crixas do tocantins,,,,,,1706258.0,17.0,Crixás do Tocantins
"Rotação de Cultura, Aceiros, Consórcio, Recuperação de pastagens, Plantio direto, Adubação",Pouco degradado,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
Rotação de Cultura,,FIGUEIRÓPOLIS - TO.,1,figueiropolis - to.,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
"Adubação verde, Rotação de Cultura, Aceiros",Não possui degradação,PARANÃ-TO,1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Reaproveitamento de residuos, Rotação de Cultura, Calagem, Descarte correto de embalagens, Adubação",,TABOCÃO,1,tabocao,,,,,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão
"Rotação de Cultura, Aceiros, Calagem, Consórcio, Plantio direto, Adubação",,Araguatins,1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
"Rotação de Cultura, Aceiros, Consórcio, Adubação",,Angico,1,angico,17.0,1701051.0,Angico,angico,,,,,,1701051.0,17.0,Angico
"Rotação de Cultura, Aceiros, Plantio direto",,Babaçulândia,1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
"Adubação verde, Reaproveitamento de residuos, Calagem, Adubação",,PORTO NACIONAL,1,porto nacional,17.0,1718204.0,Porto Nacional,porto nacional,,,,,,1718204.0,17.0,Porto Nacional
"Reaproveitamento de residuos, Aceiros, Adubação",,Darcinópolis,1,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
"Rotação de Cultura, Consórcio",Não possui degradação,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Rotação de Cultura, Calagem, ILP - Integração Lavoura Pecuária, Plantio direto, Adubação",Não possui degradação,LAGOA DA CONFUSÃO -TO,1,lagoa da confusao -to,,,,,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão
Aceiros,Pouco degradado,AXIXÁ DO TOCANTINS TO,1,axixa do tocantins to,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
"Adubação verde, Aceiros",,ALMAS,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
Adubação,Degradação Média,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
"Aceiros, Adubação",Não possui degradação,Miranorte/To,1,miranorte/to,,,,,miranorte,1713304.0,17.0,Miranorte,miranorte,1713304.0,17.0,Miranorte
Calagem,,PORTO ALEGRE DO TOCANTINS,1,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
"Adubação verde, Reaproveitamento de residuos, Aceiros, Consórcio, Descarte correto de embalagens",,Almas,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
"Rotação de Cultura, Aceiros, Consórcio, Descarte correto de embalagens, Recuperação de pastagens, Plantio direto",Pouco degradado,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
Aceiros,,PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
Calagem,,RIO DOS BOIS,1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
"Reaproveitamento de residuos, Aceiros, Consórcio",Não possui degradação,PARANÃ-TO,1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Aceiros, Não Usa",Degradação Média,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Calagem, Consórcio, Descarte correto de embalagens, Plantio direto, Adubação",,Araguatins,1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
"Calagem, Adubação",,Filadelfia -TO,1,filadelfia -to,,,,,filadelfia,1707702.0,17.0,Filadélfia,filadelfia,1707702.0,17.0,Filadélfia
"Adubação verde, Rotação de Cultura, Aceiros, Consórcio",,Pedro Afonso,1,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
"Rotação de Cultura, Aceiros, Recuperação de pastagens, Adubação",Pouco degradado,Peixe,1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
Adubação,,RIO SONO - TO,1,rio sono - to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
"Adubação verde, Aceiros, Plantio direto, Adubação",,BOM JESUS DO TOCANTINS,1,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
"Aceiros, Adubação",Não possui degradação,FIGUEIRÓPOLIS - TO,1,figueiropolis - to,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
"Rotação de Cultura, Aceiros",Pouco degradado,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Aceiros,Pouco degradado,PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
"Aceiros, Calagem, Plantio direto, Adubação",,DOIS IRMÃOS DO TOCANTINS,1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
"Rotação de Cultura, Aceiros",,RIO SONO TOCANTINS,1,rio sono tocantins,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
Curva de nível,,NOVO JARDIM,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
"Rotação de Cultura, Aceiros, Calagem, Recuperação de pastagens, Adubação",Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Plantio direto, Adubação",,PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
Aceiros,Pouco degradado,CHAPADA DA NATIVIDADE,1,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
Aceiros,Pouco degradado,RIO SONO - TO,1,rio sono - to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
"Aceiros, Descarte correto de embalagens, Recuperação de pastagens, Adubação",Pouco degradado,Tocantínia,1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
"Adubação verde, Adubação",Pouco degradado,COLMÉIA,1,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
Adubação,,barrolandia tocantins,1,barrolandia tocantins,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
"Calagem, Recuperação de pastagens",Pouco degradado,CARIRI TOCANTINS,1,cariri tocantins,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
Aceiros,Não possui degradação,CASEARA,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
"Aceiros, Calagem, Adubação",Muito degradado,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Rotação de Cultura, Calagem",Pouco degradado,Paraiso do Tocantins,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
"Não Usa,",,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
