uso_de_praticas_sustentaveis_,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_original,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
"Rotação de Cultura, Aceiros",Pouco degradado,Araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Aceiros, Consórcio, Adubação",Pouco degradado,Riachinho,1,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
"Rotação de Cultura, Aceiros, Adubação",,DOIS IRMÃOS - TO,1,dois irmaos - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Consórcio, Descarte correto de embalagens, Adubação",,SÍTIO NOVO DO TO,1,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
"Reaproveitamento de residuos, Descarte correto de embalagens",Não possui degradação,RIACHINHO,1,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
"Reaproveitamento de residuos, Aceiros, Consórcio",Degradação Média,DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Adubação verde, Plantio direto, Adubação",,LAJEADO,1,lajeado,17.0,1712009.0,Lajeado,lajeado,,,,,,1712009.0,17.0,Lajeado
"Aceiros, Calagem, Recuperação de pastagens, Adubação",Degradação Média,Monte do Carmo,1,monte do carmo,17.0,1713601.0,Monte do Carmo,monte do carmo,,,,,,1713601.0,17.0,Monte do Carmo
"Reaproveitamento de residuos, Rotação de Cultura, Calagem, Consórcio, Adubação",Pouco degradado,APARECIDA DO RIO NEGRO,1,aparecida do rio negro,17.0,1701101.0,Aparecida do Rio Negro,aparecida do rio negro,,,,,,1701101.0,17.0,Aparecida do Rio Negro
"Aceiros, Consórcio, Adubação",Não possui degradação,SÍTIO DEUS É BOM,1,sitio deus e bom,,,,,,,,,,,,
"Aceiros, Adubação, Não Usa",Não possui degradação,NOVO JARDIM,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
"Curva de nível, Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Calagem, Consórcio",Não possui degradação,Dianópolis  -  TO,1,dianopolis  -  to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
"Aceiros, Adubação",Muito degradado,Dueré TO,1,duere to,,,,,duere,1707306.0,17.0,Dueré,duere,1707306.0,17.0,Dueré
"Rotação de Cultura, Recuperação de pastagens",Não possui degradação,PARANÃ-TO,1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Adubação verde, Reaproveitamento de residuos, Calagem, Descarte correto de embalagens, Recuperação de pastagens, Plantio direto, Adubação",Pouco degradado,São Bento do Tocantins,1,sao bento do tocantins,17.0,1720101.0,São Bento do Tocantins,sao bento do tocantins,,,,,,1720101.0,17.0,São Bento do Tocantins
"Curva de nível, Rotação de Cultura, Aceiros",Não possui degradação,PARANÃ -TO,1,parana -to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Aceiros, Descarte correto de embalagens",Degradação Média,SÍTIO NOVO DO TO,1,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
"Aceiros, Consórcio, Descarte correto de embalagens, Recuperação de pastagens",Não possui degradação,XAMBIOÁ,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
"Adubação verde, Adubação",Não possui degradação,PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
"Aceiros, Consórcio, Descarte correto de embalagens, Adubação",Não possui degradação,Santa Terezinha do tocantins,1,santa terezinha do tocantins,17.0,1720002.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,,,,,,1720002.0,17.0,Santa Terezinha do Tocantins
Aceiros,,MONTE DO CARMO-TO.,1,monte do carmo-to.,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
"Aceiros, Descarte correto de embalagens",Pouco degradado,SÍTIO NOVO DO TO,1,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
"Adubação verde, Aceiros, Calagem, Adubação",Não possui degradação,RIO DOS BOIS,1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
Rotação de Cultura,Degradação Média,Piraquê,1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
"Rotação de Cultura, Aceiros, Adubação",Pouco degradado,Araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Rotação de Cultura, Aceiros, Adubação",Degradação Média,Chapada de Areia,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
"Calagem, Adubação",Pouco degradado,FÁTIMA-TO,1,fatima-to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
"Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Calagem, Recuperação de pastagens, Adubação",Não possui degradação,MONTE SANTO,1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
"Rotação de Cultura, Aceiros, Consórcio",Pouco degradado,Novo Acordo,1,novo acordo,17.0,1715101.0,Novo Acordo,novo acordo,,,,,,1715101.0,17.0,Novo Acordo
"Adubação verde, Plantio direto, Adubação",Degradação Média,Nova Rosalãndia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Rotação de Cultura, Aceiros",Não possui degradação,NOVA OLINDA,1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
"Rotação de Cultura, Aceiros, Calagem, Adubação",Degradação Média,pium,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Reaproveitamento de residuos, Aceiros, Calagem, Adubação",Não possui degradação,DOIS IRMÃOS DO TOCANTINS,1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
Reaproveitamento de residuos,Degradação Média,Cristalandia - TO,1,cristalandia - to,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
"Rotação de Cultura, Aceiros, Adubação",Pouco degradado,pium,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Adubação verde, Aceiros, Calagem, Adubação",Pouco degradado,Paraiso do Tocantins,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
"Calagem, Plantio direto",Não possui degradação,Dianópolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Calagem, Adubação",Degradação Média,ARAGUAÍNA,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
Adubação,Não possui degradação,BOM JESUS DO TOCANTINS,1,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
Não Usa,Pouco degradado,MIRANORTE,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
"Aceiros, Calagem",Não possui degradação,Ananás,1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
"Aceiros, Calagem, Recuperação de pastagens, Adubação",Não possui degradação,RIO SONO  TO,1,rio sono  to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Descarte correto de embalagens",,SÍTIO NOVO- TO,1,sitio novo- to,,,,,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins
"Reaproveitamento de residuos, Calagem, Descarte correto de embalagens, Adubação",Pouco degradado,RIO DOS BOIS,1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
"Adubação verde, Aceiros, Adubação",Pouco degradado,SANTA MARIA DO TOCANTINS,1,santa maria do tocantins,17.0,1718881.0,Santa Maria do Tocantins,santa maria do tocantins,,,,,,1718881.0,17.0,Santa Maria do Tocantins
"Aceiros, Adubação",Não possui degradação,FIGUEIRÓPOLIS -TO,1,figueiropolis -to,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
"Reaproveitamento de residuos, Aceiros, Adubação",Pouco degradado,DOIS IRMÃOS - TO,1,dois irmaos - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
"Adubação verde, Plantio direto",Pouco degradado,DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Adubação verde, Calagem, Consórcio, Plantio direto, Adubação",Não possui degradação,DIANOPÓLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Curva de nível, Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Consórcio, Descarte correto de embalagens, Recuperação de pastagens, Adubação",Não possui degradação,ALMAS TO,1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
"Aceiros, Calagem, Consórcio, Adubação",Não possui degradação,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Rotação de Cultura, Calagem, Adubação",,AXIXA,1,axixa,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
Não Usa,Não possui degradação,LUZINOPOLIS-TO,1,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
Adubação,Não possui degradação,DUERÉ,1,duere,17.0,1707306.0,Dueré,duere,,,,,,1707306.0,17.0,Dueré
"Adubação verde, Adubação",Degradação Média,MARIANOPOLIS DO TOCANTINS,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
"Aceiros, Calagem, Descarte correto de embalagens, Recuperação de pastagens",Não possui degradação,ALMAS TO,1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
"Aceiros, Descarte correto de embalagens, Recuperação de pastagens",Pouco degradado,Miracema dO Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
"Rotação de Cultura, Aceiros, Consórcio, Plantio direto, Adubação",Pouco degradado,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Aceiros, Adubação",Pouco degradado,pium,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Rotação de Cultura, Consórcio",Pouco degradado,PARANÃ-TO,1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Rotação de Cultura, Aceiros",Não possui degradação,PARANÃ -TO,1,parana -to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Adubação verde, Reaproveitamento de residuos",,CHAPADA DE AREIA,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
"Rotação de Cultura, Adubação",,MONTE SANTO -TO,1,monte santo -to,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
Aceiros,Pouco degradado,TUPIRAMA,1,tupirama,17.0,1721257.0,Tupirama,tupirama,,,,,,1721257.0,17.0,Tupirama
Não Usa,Pouco degradado,Cristalândia,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
"Adubação verde, Plantio direto, Adubação",Não possui degradação,Araguana,1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
"Reaproveitamento de residuos, Rotação de Cultura, Aceiros",Muito degradado,SANTA FÉ DO ARAGUAIA,1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
Aceiros,Pouco degradado,GOIATINS,1,goiatins,17.0,1709005.0,Goiatins,goiatins,,,,,,1709005.0,17.0,Goiatins
Aceiros,Pouco degradado,Marianópolis do Tocantins,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
"Aceiros, Calagem, Recuperação de pastagens, Adubação",Não possui degradação,Marianópolis do Tocantins,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
Aceiros,Pouco degradado,ARAGOMINAS -TO,1,aragominas -to,,,,,aragominas,1701309.0,17.0,Aragominas,aragominas,1701309.0,17.0,Aragominas
Aceiros,,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Aceiros, Recuperação de pastagens, Adubação",,Barrolândia,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
"Rotação de Cultura, Adubação",,SITIO NOVO -TO,1,sitio novo -to,,,,,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins
"Rotação de Cultura, Aceiros, Calagem, Recuperação de pastagens, Adubação",Pouco degradado,CARIRI DO TOCANTINS -TO,1,cariri do tocantins -to,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Calagem, Adubação",,Nova Rosalãndia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Aceiros, Calagem, Recuperação de pastagens, Adubação",Não possui degradação,Marianópolis - TO,1,marianopolis - to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
"Aceiros, Descarte correto de embalagens, Recuperação de pastagens, Adubação",Não possui degradação,PALMEIRAS,1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
"Adubação verde, Reaproveitamento de residuos",,CASEARA,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
"Aceiros, Consórcio",Pouco degradado,Aurora do Tocantins,1,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
"Aceiros, Adubação",Pouco degradado,JAU DO TO,1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
"Rotação de Cultura, Consórcio, Recuperação de pastagens, Adubação",Pouco degradado,PIUM -TO,1,pium -to,,,,,pium,1717503.0,17.0,Pium,pium,1717503.0,17.0,Pium
"Rotação de Cultura, Aceiros, Calagem, Recuperação de pastagens, Adubação",Pouco degradado,Wanderlândia,1,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
"Rotação de Cultura, Aceiros, Descarte correto de embalagens, Recuperação de pastagens",Não possui degradação,PALMEIRAS,1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
"Aceiros, Adubação",Pouco degradado,NOVO JARDIM,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
Rotação de Cultura,Degradação Média,CHAPADA DA NATIVIDADE,1,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
"Reaproveitamento de residuos, Aceiros, Calagem, Descarte correto de embalagens, Adubação",Pouco degradado,RIO DOS BOIS,1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
Aceiros,Pouco degradado,Peixe,1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
Aceiros,Não possui degradação,Lagoa da Confusão,1,lagoa da confusao,17.0,1711902.0,Lagoa da Confusão,lagoa da confusao,,,,,,1711902.0,17.0,Lagoa da Confusão
Aceiros,Pouco degradado,CARMOLANDIA,1,carmolandia,17.0,1703883.0,Carmolândia,carmolandia,,,,,,1703883.0,17.0,Carmolândia
"Curva de nível, Reaproveitamento de residuos, Recuperação de pastagens, Plantio direto",Degradação Média,Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
Calagem,Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
Aceiros,Não possui degradação,Miranorte,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
Calagem,Não possui degradação,AXIXA DO TOCANTINS,1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
Não Usa,Pouco degradado,Palmeirópolis,1,palmeiropolis,17.0,1715754.0,Palmeirópolis,palmeiropolis,,,,,,1715754.0,17.0,Palmeirópolis
Rotação de Cultura,Pouco degradado,MONTE VSANTO -TO,1,monte vsanto -to,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
Aceiros,,SITIO NOVO TO,1,sitio novo to,,,,,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins
"Rotação de Cultura, Calagem, Adubação",,RIO DOS BOIS,1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
Aceiros,Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Aceiros, ILP - Integração Lavoura Pecuária, Recuperação de pastagens, Plantio direto",Degradação Média,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
Adubação verde,Degradação Média,DIANÓPOLIS-TO,1,dianopolis-to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
"Adubação verde, Aceiros, Calagem",Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Aceiros, Calagem, Adubação",Pouco degradado,Peixe,1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
"Adubação verde, Rotação de Cultura, Adubação",,SÃO MIGUEL DO TOCANTINS,1,sao miguel do tocantins,17.0,1720200.0,São Miguel do Tocantins,sao miguel do tocantins,,,,,,1720200.0,17.0,São Miguel do Tocantins
"Aceiros, Calagem, Adubação",Pouco degradado,SANTA FÉ DO ARAGUAIA - TO,1,santa fe do araguaia - to,,,,,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia
"Adubação verde, Rotação de Cultura, Recuperação de pastagens",Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
Não Usa,Pouco degradado,Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
Aceiros,Não possui degradação,MIRACEMA,1,miracema,,,,,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins
Aceiros,Pouco degradado,Cristalândia - TO  PA Virgínia,1,cristalandia - to  pa virginia,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
"Aceiros, Calagem",Pouco degradado,DOIS IRMAÕS DO TOCANTINS,1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
"Adubação verde, Rotação de Cultura, Aceiros, Recuperação de pastagens, Adubação",Degradação Média,CHAPADA DA NATIVIDADE,1,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
"Descarte correto de embalagens, Recuperação de pastagens, Adubação",Pouco degradado,Miracema do Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
"Reaproveitamento de residuos, Aceiros, Calagem, Adubação",Pouco degradado,TABOCÃO,1,tabocao,,,,,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão
"Rotação de Cultura, Aceiros, Recuperação de pastagens, Adubação",Pouco degradado,CHAPADA DA NATIVIDADE,1,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
"Rotação de Cultura, Adubação",Pouco degradado,MIRANORTE,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
Rotação de Cultura,,ALMAS TO,1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
"Aceiros, Calagem, Adubação",Pouco degradado,SANTA FÉ DO ARAGUAINA,1,santa fe do araguaina,,,,,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia
"Aceiros, Adubação",Pouco degradado,RIO SONO,1,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
"Aceiros, Adubação",Pouco degradado,Chapada De Areia,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
"Rotação de Cultura, Adubação",Não possui degradação,FIGUEIRÓPOLIS - TO.,1,figueiropolis - to.,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
"Rotação de Cultura, Calagem, Descarte correto de embalagens, Adubação",Pouco degradado,Palmeiras do Tocantins,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
"Rotação de Cultura, Calagem, Adubação",Pouco degradado,AXIXA DO TOCANTINS,1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
"Rotação de Cultura, Calagem, Adubação",Pouco degradado,Axixá To,1,axixa to,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
"Curva de nível, Aceiros, Calagem, Adubação",Não possui degradação,São Salvador do Tocantins,1,sao salvador do tocantins,17.0,1720259.0,São Salvador do Tocantins,sao salvador do tocantins,,,,,,1720259.0,17.0,São Salvador do Tocantins
Descarte correto de embalagens,Não possui degradação,Itaporã do Tocantins,1,itapora do tocantins,17.0,1711100.0,Itaporã do Tocantins,itapora do tocantins,,,,,,1711100.0,17.0,Itaporã do Tocantins
Adubação verde,Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Aceiros, Plantio direto, Adubação",Degradação Média,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
"Adubação verde, Rotação de Cultura, Plantio direto",,PORTO NACIONAL - TO,1,porto nacional - to,,,,,porto nacional,1718204.0,17.0,Porto Nacional,porto nacional,1718204.0,17.0,Porto Nacional
"Aceiros, Calagem, Descarte correto de embalagens, Recuperação de pastagens, Adubação",Pouco degradado,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Adubação verde, Aceiros, Calagem, Recuperação de pastagens, Adubação",Não possui degradação,LAJEADO,1,lajeado,17.0,1712009.0,Lajeado,lajeado,,,,,,1712009.0,17.0,Lajeado
"Aceiros, Calagem, Adubação",Não possui degradação,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Rotação de Cultura, Aceiros, Descarte correto de embalagens, Adubação",Não possui degradação,RIACHINHO,1,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
OUTROS,Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Aceiros, Calagem",Pouco degradado,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Aceiros, Recuperação de pastagens",Pouco degradado,ponte alta do bom jesus,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Calagem, Adubação",Pouco degradado,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Rotação de Cultura, Aceiros, Recuperação de pastagens",Pouco degradado,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
