acessa_ou_ja_acessou_politicas_publicas__,municipio_ibge,count
Merenda escolar (penae),Araguaína,1
Bolsa família,Araguaína,1
Crédito rural,Xambioá,1
Compra direta (paa),Xambioá,1
Bolsa família,Xambioá,1
Crédito rural,Talismã,1
Compra direta (paa),Talismã,1
Merenda escolar (penae),Talismã,1
Merenda escolar (penae),Tocantínia,1
Bolsa família,Tocantínia,1
Bolsa família,Esperantina,1
Compra direta (paa),Nova Rosalândia,1
Merenda escolar (penae),Nova Rosalândia,1
Fomento,Nova Rosalândia,1
Bolsa família,Nova Rosalândia,1
Não,Cristalândia,1
Crédito rural,Palmeiras do Tocantins,1
Aposentadoria rural,Araguaína,1
Não,Jaú do Tocantins,1
Crédito rural,Luzinópolis,1
Compra direta (paa),Luzinópolis,1
Merenda escolar (penae),Luzinópolis,1
Crédito rural,Cachoeirinha,1
Bolsa família,Marianópolis do Tocantins,1
Não,Miracema do Tocantins,1
