municipio_original,atividade_produtiva,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
Araguanã,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura",1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
pium to,"Bovinocultura de corte, Avicultura, Extrativismo Vegetal",1,pium to,,,,,pium,1717503.0,17.0,Pium,pium,1717503.0,17.0,Pium
Wanderlandia,"Bovinocultura de Leite, Avicultura",1,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
Miracema do Tocantins,"Avicultura, Mandiocultura, Olericultura, Culturas Anuais",1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
MARIANOPOLIS DO TOCANTINS,"Bovinocultura de corte, Avicultura, Ovinocaprinocultura",1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
Araguanã,"Bovinocultura de Leite, Avicultura",1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
Miracema do Tocantins,"Bovinocultura de Leite, Avicultura",1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
DIVINÓPOLIS - TO,Bovinocultura de corte,1,divinopolis - to,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Peixe,"Avicultura, Mandiocultura, quiabo",1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
Gurupi-TO,"Avicultura, Ovinocaprinocultura",1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
BABAÇULÂNDIA,"Ovinocaprinocultura, Mandiocultura, Culturas Anuais",1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
RIO SONO,"Bovinocultura de corte, Mandiocultura, Olericultura",1,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
RIO DOS BOIS,"Mandiocultura, Culturas Anuais",1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
Miracema do tocantins,"Bovinocultura de corte, Apicultura/meliponicultura",1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
FIGUEIRÓPOLIS -TO,"Bovinocultura de corte, Avicultura, Mandiocultura",1,figueiropolis -to,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
Wanderlândia,"Mandiocultura, Culturas Anuais",1,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
Nova Rosalãndia,"Mandiocultura, Culturas Anuais",1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
Silvanópolis,Sem atividade produtiva ainda,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
Riachinho,"Olericultura, Culturas Anuais",1,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
Peixe,"Mandiocultura, Olericultura",1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
DARCINÓPOLIS,"Mandiocultura, Olericultura",1,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
SÃO MIGUEL DO TOCANTINS,"Mandiocultura, Olericultura",1,sao miguel do tocantins,17.0,1720200.0,São Miguel do Tocantins,sao miguel do tocantins,,,,,,1720200.0,17.0,São Miguel do Tocantins
Wanderlândia,"Mandiocultura, Olericultura",1,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
DIVINÓPOLIS,"Bovinocultura de corte, Avicultura, Mandiocultura",1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Gurupi-TO,"Mandiocultura, Olericultura",1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
PUGMIL,"Mandiocultura, Olericultura",1,pugmil,17.0,1718451.0,Pugmil,pugmil,,,,,,1718451.0,17.0,Pugmil
SILVANÓPOLIS,"Mandiocultura, Olericultura",1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
Gurupi-TO,"Bovinocultura de corte, Avicultura, Mandiocultura",1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
Barrolândia,"Bovinocultura de corte, Avicultura, Mandiocultura",1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
SILVANOPOLIS,"Bovinocultura de corte, Avicultura, Mandiocultura",1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
Dueré TO,"Bovinocultura de corte, Avicultura, Suinocultura",1,duere to,,,,,duere,1707306.0,17.0,Dueré,duere,1707306.0,17.0,Dueré
ARAGOMINAS,"Avicultura, Culturas Anuais",1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
DIANÓPOLIS,"Pisicultura, Mandiocultura",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
PEIXE,"Bovinocultura de corte, Avicultura, Suinocultura",1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
Miracema do Tocantins,Apicultura/meliponicultura,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
PARAÍSO DO TOCANTINS,"Bovinocultura de corte, Avicultura, Suinocultura",1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
ALMAES TO,"Bovinocultura de corte, Avicultura, Suinocultura",1,almaes to,,,,,,,,,,,,
Tocantínia,"Avicultura, Mandiocultura",1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
Nova Rosalândia,"Bovinocultura de corte, Avicultura, Suinocultura",1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
RIACHINHO,"Bovinocultura de corte, Avicultura, Suinocultura",1,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
Palmeirópolis,"Avicultura, Mandiocultura",1,palmeiropolis,17.0,1715754.0,Palmeirópolis,palmeiropolis,,,,,,1715754.0,17.0,Palmeirópolis
Cristalândia,"Bovinocultura de corte, Fruticultura",1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
ALIANÇA DO TOCANTINS,"Bovinocultura de corte, Fruticultura",1,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
ALVORADA,"Bovinocultura de corte, Avicultura, Suinocultura",1,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
Ananás,"Avicultura, Mandiocultura",1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
CHÁCARA BAIXA FUNDA,"Pisicultura, Fruticultura, Olericultura",1,chacara baixa funda,,,,,,,,,,,,
RIO DA CONCEIÇÃO,"Mandiocultura, Fruticultura, Olericultura",1,rio da conceicao,17.0,1718659.0,Rio da Conceição,rio da conceicao,,,,,,1718659.0,17.0,Rio da Conceição
ALMAS,"Bovinocultura de corte, Avicultura, Suinocultura",1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
Barrolândia,"Bovinocultura de corte, Avicultura, Suinocultura",1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
CHAPADA DE AREIA,"Bovinocultura de corte, Avicultura, Olericultura",1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
PARANÃ -TO,"Bovinocultura de corte, Avicultura, Suinocultura",1,parana -to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
DOIS IRMÃOS DO TOCANTINS - TO,"Bovinocultura de corte, Avicultura, Suinocultura",1,dois irmaos do tocantins - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
Colmeia,"Bovinocultura de corte, Avicultura, Suinocultura",1,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
ALMAS,"Bovinocultura de Leite, Avicultura, Mandiocultura",1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
XAMBIOÁ TO,"Bovinocultura de Leite, Avicultura, Mandiocultura",1,xambioa to,,,,,xambioa,1722107.0,17.0,Xambioá,xambioa,1722107.0,17.0,Xambioá
Chapada de Areia,"Bovinocultura de corte, Avicultura, Mandiocultura",1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
CARMOLANDIA,"Mandiocultura, Olericultura",1,carmolandia,17.0,1703883.0,Carmolândia,carmolandia,,,,,,1703883.0,17.0,Carmolândia
Nova Rosalãndia,"Bovinocultura de corte, Avicultura, Mandiocultura",1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
Nova Rosalândia,"Bovinocultura de corte, Avicultura, Mandiocultura",1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
Alvorada,"Bovinocultura de corte, Avicultura, Mandiocultura",1,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
São Salvador do Tocantins,"Mandiocultura, Olericultura",1,sao salvador do tocantins,17.0,1720259.0,São Salvador do Tocantins,sao salvador do tocantins,,,,,,1720259.0,17.0,São Salvador do Tocantins
FILADELFIA,"Bovinocultura de corte, Avicultura, Pisicultura, Fruticultura",1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
Araguatins,"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura",1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
araguantins-esperantina,"Avicultura, Suinocultura, Culturas Anuais, Extrativismo Vegetal",1,araguantins-esperantina,,,,,esperantina,1707405.0,17.0,Esperantina,esperantina,1707405.0,17.0,Esperantina
PORTONACIONAL - TO,"Suinocultura, Mandiocultura",1,portonacional - to,,,,,porto nacional,1718204.0,17.0,Porto Nacional,porto nacional,1718204.0,17.0,Porto Nacional
RIO DOS BOIS,"Bovinocultura de corte, Avicultura, Pisicultura, Culturas Anuais",1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
PARANÃ -TO,"Bovinocultura de corte, Avicultura, Mandiocultura",1,parana -to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
DIVINÓPOLIS,"Bovinocultura de corte, Apicultura/meliponicultura",1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Gurupi,"Bovinocultura de corte, Avicultura, Agroindústria",1,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
Ananás,"Bovinocultura de Leite, Avicultura, Culturas Anuais",1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
FILADELFIA,"Bovinocultura de corte, Avicultura, Culturas Anuais",1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
Ananás,"Bovinocultura de corte, Avicultura, Culturas Anuais",1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
Xambioa,"Mandiocultura, Culturas Anuais, Extrativismo Vegetal",1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
MONTE DO CARMO-TO.,"Bovinocultura de corte, Suinocultura, Mandiocultura",1,monte do carmo-to.,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
Tocantínia,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura",1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
Araguaína,"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura, Culturas Anuais",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
PORTO ALEGRE DO TOCANTINS,"Bovinocultura de corte, Mandiocultura, Culturas Anuais",1,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
DIANÓPOLIS,"Avicultura, Suinocultura, Mandiocultura, Olericultura",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
PARANÃ -TO,"Bovinocultura de corte, Mandiocultura, Culturas Anuais",1,parana -to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
NOVA OLINDA,"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
PALMEIRAS DO TOCANTINS,"Avicultura, Mandiocultura, Olericultura, Culturas Anuais",1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
ARAGUAÍNA,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
SANTA FÉ DO ARAGUAIA,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura",1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
NOVA OLINDA,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
"P.A Tamboril, Angico - TO","Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",1,"p.a tamboril, angico - to",,,,,angico,1701051.0,17.0,Angico,angico,1701051.0,17.0,Angico
ALMAS TO,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura",1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
esperantina,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",1,esperantina,17.0,1707405.0,Esperantina,esperantina,,,,,,1707405.0,17.0,Esperantina
Abreulândia - TO,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura",1,abreulandia - to,,,,,abreulandia,1700251.0,17.0,Abreulândia,abreulandia,1700251.0,17.0,Abreulândia
Gurupi,"Bovinocultura de Leite, Avicultura",1,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
MARIANOPOLIS DO TOCANTINS,"Avicultura, Suinocultura, Ovinocaprinocultura, Mandiocultura",1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
CHAPADA DE AREIA,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura",1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
Aurora do Tocantins,"Bovinocultura de Leite, Avicultura, Suinocultura, Pisicultura",1,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
Cristalandia,"Avicultura, Suinocultura",1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
CARIRI DO TOCANTIINS -TO,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,cariri do tocantiins -to,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
PARANÃ,Bovinocultura de corte,1,parana,17.0,1716208.0,Paranã,parana,,,,,,1716208.0,17.0,Paranã
GOIATINS,"Bovinocultura de corte, Mandiocultura",1,goiatins,17.0,1709005.0,Goiatins,goiatins,,,,,,1709005.0,17.0,Goiatins
Aliança,Bovinocultura de Leite,1,alianca,,,,,alianca do tocantins,1700350.0,17.0,Aliança do Tocantins,alianca do tocantins,1700350.0,17.0,Aliança do Tocantins
Nova Rosalãndia,"Bovinocultura de corte, Avicultura, Suinocultura",1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
ABREULÂNDIA,"Mandiocultura, Fruticultura",1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
Paraiso do Tocantins,"Bovinocultura de corte, Fruticultura",1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
DIANÓPOLIS,"Bovinocultura de corte, Avicultura, Olericultura",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
LAGOA DA CONFUSÃO,"Bovinocultura de corte, Avicultura, Fruticultura",1,lagoa da confusao,17.0,1711902.0,Lagoa da Confusão,lagoa da confusao,,,,,,1711902.0,17.0,Lagoa da Confusão
PARANÃ-TO,"Avicultura, Suinocultura",1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
LUZINÓPOLIS,"Avicultura, Suinocultura",1,luzinopolis,17.0,1712454.0,Luzinópolis,luzinopolis,,,,,,1712454.0,17.0,Luzinópolis
FILADÉLFIA,"Bovinocultura de Leite, Avicultura, Suinocultura",1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
Gurupi-TO,"Bovinocultura de Leite, Avicultura, Suinocultura",1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
Sucupira-TO,"Bovinocultura de Leite, Avicultura, Suinocultura",1,sucupira-to,,,,,sucupira,1720853.0,17.0,Sucupira,sucupira,1720853.0,17.0,Sucupira
Paraiso do Tocantins,"Bovinocultura de Leite, Avicultura, Olericultura",1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
Nova Rosalândia,Avicultura,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
PALMEIRAS DO TOCANTINS,Fruticultura,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
Chapada de Areia,"Bovinocultura de corte, Avicultura, Pisicultura",1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
ESPERANTINA,"Avicultura, Suinocultura",1,esperantina,17.0,1707405.0,Esperantina,esperantina,,,,,,1707405.0,17.0,Esperantina
ALMAS,"Avicultura, Suinocultura",1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
PIUM,"Bovinocultura de Leite, Avicultura, Suinocultura",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
barrolandia tocantins,Suinocultura,1,barrolandia tocantins,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
AXIXÁ DO TO,Bovinocultura de Leite,1,axixa do to,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
Colmeia TO,"Bovinocultura de corte, Bovinocultura de Leite",1,colmeia to,,,,,colmeia,1716703.0,17.0,Colméia,colmeia,1716703.0,17.0,Colméia
LUZINOPOLIS-TO,"Avicultura, Suinocultura",1,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
DUERÉ,"Bovinocultura de corte, Bovinocultura de Leite",1,duere,17.0,1707306.0,Dueré,duere,,,,,,1707306.0,17.0,Dueré
Ipueiras,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
AXIXA DO TOCANTIS,Bovinocultura de Leite,1,axixa do tocantis,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
barrolandia,gado de cria,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
Palmeirópolis,Bovinocultura de Leite,1,palmeiropolis,17.0,1715754.0,Palmeirópolis,palmeiropolis,,,,,,1715754.0,17.0,Palmeirópolis
NOVA OLINDA,"Mandiocultura, Olericultura, Culturas Anuais",1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
PALMEIRAS DO TOCANTINS,Bovinocultura de Leite,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
PARANÃ TO,"Bovinocultura de corte, Extrativismo Vegetal",1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
Araguanã,"Bovinocultura de Leite, Turismo e artesanato",1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
PALMEIRAS,"Suinocultura, Olericultura, Culturas Anuais",1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
Marianopolis - TO,Avicultura,1,marianopolis - to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
CHAPADA DE AREIA,Olericultura,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
Marianópolis do Tocantins,Bovinocultura de Leite,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
Novo Acordo,"Avicultura, Mandiocultura, Culturas Anuais",1,novo acordo,17.0,1715101.0,Novo Acordo,novo acordo,,,,,,1715101.0,17.0,Novo Acordo
Ananás P.A Antonio Moreira,"Avicultura, Mandiocultura",1,ananas p.a antonio moreira,,,,,ananas,1701002.0,17.0,Ananás,ananas,1701002.0,17.0,Ananás
ALMAS,"Avicultura, Mandiocultura, Culturas Anuais",1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
