uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_original,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Degradação Média,MARIANOPOLIS DO TOCANTINS,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
"Plantio convencional, Aração e gradagem, Monocultura",Não possui degradação,Dianópolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Aração e gradagem,Não possui degradação,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Não possui degradação,RIO DA CONCEIÇÃO,1,rio da conceicao,17.0,1718659.0,Rio da Conceição,rio da conceicao,,,,,,1718659.0,17.0,Rio da Conceição
Plantio convencional,Não possui degradação,FIGUEIRÓPOLIS - TO.,1,figueiropolis - to.,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
Queimadas,Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa",Não possui degradação,RIO SO  TO,1,rio so  to,,,,,aparecida do rio negro,1701101.0,17.0,Aparecida do Rio Negro,aparecida do rio negro,1701101.0,17.0,Aparecida do Rio Negro
"Plantio convencional, Aração e gradagem, Monocultura, Uso de agrotóxicos",,DOIS IRMÃOS DO TOCANTINS,1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
Plantio convencional,,Dianópolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Plantio convencional, Aração e gradagem",Pouco degradado,Chapada de Areia,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
Aração e gradagem,Não possui degradação,Miracema do tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,Araguaina,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Aração e gradagem, Queimadas, Monocultura",Não possui degradação,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,Axixá To,1,axixa to,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
"Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,AXIXA DO TOCANTINS,1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
"Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,AXIXÁ DO TO,1,axixa do to,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
"Roça de toco, Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,RIACHINHO-TO,1,riachinho-to,,,,,riachinho,1718550.0,17.0,Riachinho,riachinho,1718550.0,17.0,Riachinho
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,COLMEIA,1,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
"Aração e gradagem, Uso de agrotóxicos",,PORTO NACIONAL - TO,1,porto nacional - to,,,,,porto nacional,1718204.0,17.0,Porto Nacional,porto nacional,1718204.0,17.0,Porto Nacional
"Plantio convencional, Aração e gradagem, Queimadas, Pastagem nativa, Uso de agrotóxicos",Degradação Média,JAU DO TO,1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Tocantínia,1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
"Aração e gradagem, Pastagem nativa, Monocultura",Pouco degradado,MIRANORTE,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
"Roça de toco, Queimadas, Pastagem nativa",,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Monocultura, Uso de agrotóxicos",Pouco degradado,PARAISO DO TOCANTINS,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
Pastagem nativa,,Talismã,1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,GUARAI,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa, Não usa",Não possui degradação,RIO SONO  TO,1,rio sono  to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
Aração e gradagem,Pouco degradado,Cristalândia - TO  PA Virgínia,1,cristalandia - to  pa virginia,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Degradação Média,CRIXAS DO TOCANTINS,1,crixas do tocantins,17.0,1706258.0,Crixás do Tocantins,crixas do tocantins,,,,,,1706258.0,17.0,Crixás do Tocantins
Aração e gradagem,Pouco degradado,SANTA FÉ DO ARAGUAIA - TO,1,santa fe do araguaia - to,,,,,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa",,BABAÇULANDIA,1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,COLMÉIA,1,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
"Plantio convencional, Aração e gradagem",Pouco degradado,Barrolândia,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Plantio convencional, Aração e gradagem, Monocultura, Uso de agrotóxicos",Degradação Média,MARIANOPOLIS DO TOCANTINS,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
"Roça de toco, Plantio convencional, Aração e gradagem",Pouco degradado,RIACHINHO - TO,1,riachinho - to,,,,,riachinho,1718550.0,17.0,Riachinho,riachinho,1718550.0,17.0,Riachinho
Aração e gradagem,Não possui degradação,ABREULANDIA,1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
"Aração e gradagem, Monocultura, Uso de agrotóxicos",,GUARAÍ,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
"Roça de toco, Aração e gradagem, Queimadas, Uso de agrotóxicos",Não possui degradação,Piraquê,1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
"Roça de toco, Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,Wanderlandia,1,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
Aração e gradagem,Degradação Média,DIVINOPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Aração e gradagem,Pouco degradado,Tocantínia,1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
"Roça de toco, Pastagem nativa",Não possui degradação,RIO SONO  TO,1,rio sono  to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
"Plantio convencional, Aração e gradagem, Queimadas, Pastagem nativa",Pouco degradado,JAU DO TO,1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
"Roça de toco, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Pouco degradado,CASEARA - TO,1,caseara - to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
"Plantio convencional, Aração e gradagem, Pastagem nativa, Monocultura",Degradação Média,Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
"Plantio convencional, Aração e gradagem",Não possui degradação,Lagoa da Confusão,1,lagoa da confusao,17.0,1711902.0,Lagoa da Confusão,lagoa da confusao,,,,,,1711902.0,17.0,Lagoa da Confusão
"Plantio convencional, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",,NOVA OLINDA - TO,1,nova olinda - to,,,,,nova olinda,1714880.0,17.0,Nova Olinda,nova olinda,1714880.0,17.0,Nova Olinda
"Aração e gradagem, Queimadas, Pastagem nativa",Não possui degradação,LUZINOPOLIS,1,luzinopolis,17.0,1712454.0,Luzinópolis,luzinopolis,,,,,,1712454.0,17.0,Luzinópolis
"Roça de toco, Aração e gradagem, Pastagem nativa",Pouco degradado,Dianopolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Roça de toco,Pouco degradado,ARAGOMIAS,1,aragomias,,,,,aragominas,1701309.0,17.0,Aragominas,aragominas,1701309.0,17.0,Aragominas
"Queimadas, Pastagem nativa",Pouco degradado,Tocantínia,1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
Plantio convencional,,PORTO NACIONAL,1,porto nacional,17.0,1718204.0,Porto Nacional,porto nacional,,,,,,1718204.0,17.0,Porto Nacional
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,GUARAÍ,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
"Plantio convencional, Aração e gradagem",,TALISMÃ,1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
Plantio convencional,Pouco degradado,ALMAS TO,1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
Aração e gradagem,,Gurupi-TO,1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
Roça de toco,Pouco degradado,Aurora do Tocantins,1,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Degradação Média,DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Plantio convencional,,Nova Rosalãndia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
Plantio convencional,,AXIXA DO TO,1,axixa do to,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
"Aração e gradagem, Pastagem nativa",,SANTA MARIA DO TO.,1,santa maria do to.,,,,,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins
"Roça de toco, Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Miracema do tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
"Plantio convencional, Uso de agrotóxicos",Não possui degradação,FIGUEIRÓPOLIS  - TO.,1,figueiropolis  - to.,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Degradação Média,Miracema Do Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
"Roça de toco, Aração e gradagem",Degradação Média,SANTA FÉ DO ARAGUAIA,1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
"Plantio convencional, Uso de agrotóxicos",,DARCINÓPOLIS,1,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,SÍTIO NOVO DO TO,1,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
Queimadas,Pouco degradado,GOIATINS,1,goiatins,17.0,1709005.0,Goiatins,goiatins,,,,,,1709005.0,17.0,Goiatins
Uso de agrotóxicos,Não possui degradação,CASEARA - TO,1,caseara - to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
Pastagem nativa,Não possui degradação,DIANOPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Plantio convencional,Degradação Média,MARIANOPOLIS DO TOCANTINS,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
"Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,Araguaina,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Plantio convencional, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Pouco degradado,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Aração e gradagem, Uso de agrotóxicos",Degradação Média,SANTA FÉ DO ARAGUAIA,1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
"Roça de toco, Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Muito degradado,SANTA FÉ DO ARAGUAIA,1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
Aração e gradagem,Pouco degradado,Cristalândia - To,1,cristalandia - to,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
"Plantio convencional, Aração e gradagem",Não possui degradação,São Salvador do Tocantins,1,sao salvador do tocantins,17.0,1720259.0,São Salvador do Tocantins,sao salvador do tocantins,,,,,,1720259.0,17.0,São Salvador do Tocantins
"Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,Araguaina,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Roça de toco, Aração e gradagem",Pouco degradado,LAGOA DA CONFUSÃO,1,lagoa da confusao,17.0,1711902.0,Lagoa da Confusão,lagoa da confusao,,,,,,1711902.0,17.0,Lagoa da Confusão
"Roça de toco, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Degradação Média,LAGOA DA CONFUSÃO -TO,1,lagoa da confusao -to,,,,,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão
Roça de toco,,DIANÓPOLIS TO,1,dianopolis to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
"Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Não possui degradação,LAGOA DA CONFUSÃO,1,lagoa da confusao,17.0,1711902.0,Lagoa da Confusão,lagoa da confusao,,,,,,1711902.0,17.0,Lagoa da Confusão
"Aração e gradagem, Pastagem nativa",Não possui degradação,IPUEIRAS,1,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
Queimadas,Não possui degradação,Talisma,1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Plantio convencional, Aração e gradagem",,Nova Rosalãndia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Aração e gradagem, Uso de agrotóxicos",Degradação Média,SÍTIO NVOVO DO TO,1,sitio nvovo do to,,,,,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins
"Queimadas, Uso de agrotóxicos",Não possui degradação,ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
Aração e gradagem,Não possui degradação,PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Roça de toco, Queimadas, Monocultura, Uso de agrotóxicos",Degradação Média,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
"Roça de toco, Plantio convencional, Pastagem nativa, Monocultura",Pouco degradado,Araguana,1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,PALMEIRAS,1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
"Roça de toco, Plantio convencional, Aração e gradagem, Monocultura",Pouco degradado,MONTE DO CARMO-TO.,1,monte do carmo-to.,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
Plantio convencional,Pouco degradado,Chapada De Areia,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
"Roça de toco, Aração e gradagem",Não possui degradação,Ananás,1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
Monocultura,Degradação Média,Nova Rosalãndia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Plantio convencional, Aração e gradagem, Monocultura",,Nova Rosalândia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
"Roça de toco, Pastagem nativa",Não possui degradação,ALMAS TO,1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
"Aração e gradagem, Pastagem nativa",Pouco degradado,PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Não possui degradação,PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
"Plantio convencional, Aração e gradagem",Degradação Média,MONTE SANTO,1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
"Roça de toco, Pastagem nativa",Pouco degradado,MONTE SANTO -TO,1,monte santo -to,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
Plantio convencional,Pouco degradado,Paraíso do Tocantins,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
"Plantio convencional, Queimadas, Monocultura, Uso de agrotóxicos",Pouco degradado,JAU DO TO,1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
Roça de toco,,PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Roça de toco, Uso de agrotóxicos",Degradação Média,ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
"Roça de toco, Aração e gradagem",Não possui degradação,CENTENÁRIO - TO,1,centenario - to,,,,,centenario,1704105.0,17.0,Centenário,centenario,1704105.0,17.0,Centenário
Plantio convencional,Pouco degradado,Miracema do Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,DIVINÓPOLIS - TO,1,divinopolis - to,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa",Pouco degradado,BABAÇULÂNDIA,1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
Pastagem nativa,Não possui degradação,Cristalândia,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
Aração e gradagem,Degradação Média,Filadelfia,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Plantio convencional, Aração e gradagem, Monocultura, Uso de agrotóxicos",Degradação Média,FÁTIMA - TO,1,fatima - to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
"Roça de toco, Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,BARROLÂNDIA -TO,1,barrolandia -to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
"Plantio convencional, Pastagem nativa",Não possui degradação,CASEARA-TO,1,caseara-to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
"Plantio convencional, Uso de agrotóxicos",Pouco degradado,JAU DO TO,1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
"Roça de toco, Aração e gradagem",Pouco degradado,PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Plantio convencional, Aração e gradagem",,Gurupi-TO,1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,CARIRI DO TOCANTINS -TO,1,cariri do tocantins -to,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
"Roça de toco, Plantio convencional, Uso de agrotóxicos",Degradação Média,DOIS IRMÃOS DO TOCANTINS,1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
Roça de toco,,ALMAS TO,1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
"Aração e gradagem, Monocultura, Uso de agrotóxicos",Não possui degradação,GUARAÍ,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
"Roça de toco, Aração e gradagem, Queimadas",Pouco degradado,Piraquê,1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,PARAISO DO TOCANTINS,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
Aração e gradagem,Pouco degradado,Cristalândia,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
Aração e gradagem,Pouco degradado,BOM JESUS DO TOCANTINS,1,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
"Aração e gradagem, Uso de agrotóxicos",,SITIO NOVO -TO,1,sitio novo -to,,,,,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,MIRACEMA,1,miracema,,,,,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins
"Plantio convencional, Uso de agrotóxicos",,Miranorte,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
"Roça de toco, Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Degradação Média,Angico,1,angico,17.0,1701051.0,Angico,angico,,,,,,1701051.0,17.0,Angico
"Aração e gradagem, Pastagem nativa, Monocultura, Uso de agrotóxicos",Pouco degradado,CACHOEIRINHA-TO,1,cachoeirinha-to,,,,,cachoeirinha,1703826.0,17.0,Cachoeirinha,cachoeirinha,1703826.0,17.0,Cachoeirinha
Uso de agrotóxicos,Pouco degradado,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Plantio convencional, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Pouco degradado,SILVANÓPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Plantio convencional, Não usa",Muito degradado,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Roça de toco, Aração e gradagem, Uso de agrotóxicos",,PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
